HT_Code,AT_Code,FT_Result_code,HT_Form,AT_Form,FT_HT_Goals,FT_AT_Goals,HT_HT_Goals,HT_AT_Goals,HT_Shots,AT_Shots,HT_Shots_target,AT_Shots_target,HT_Fouls_Comm,AT_Fouls_Comm,HT_Corners,AT_Corners,HT_Yellows,AT_Yellows,HT_Reds,AT_Reds,HT_W_Odds,Draw_Odds,AT_W_Odds,5GAV_FT_HT_Goals,5GAV_FT_AT_Goals,5GAV_HT_Shots,5GAV_AT_Shots,5GAV_HT_Shots_target,5GAV_AT_Shots_target,5GAV_HT_Fouls_Comm,5GAV_AT_Fouls_Comm,5GAV_HT_Corners,5GAV_AT_Corners,5GAV_HT_Yellows,5GAV_AT_Yellows,5GAV_HT_Reds,5GAV_AT_Reds,HT_Result_code,AVG_Influence_HT,AVG_ICT_Index_HT,Injured_Players_HT,AVG_Influence_AT,AVG_ICT_Index_AT,Injured_Players_AT,HT_Players_Performances,AT_Players_Performances
0.0,0.21875,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6000000000000001,0.0,0.3783783783783784,0.29032258064516125,0.29411764705882354,0.13333333333333333,0.375,0.4,0.47368421052631576,0.05263157894736842,0.0,0.2857142857142857,0.0,0.0,0.06107566089334548,0.04929577464788734,0.049648946840521554,0.45454545454545453,0.2608695652173913,0.6386554621848739,0.857142857142857,0.42000000000000004,0.6041666666666666,0.5176470588235295,0.54320987654321,0.5272727272727272,0.40740740740740744,0.3157894736842105,0.35,0.0,0.0,1.0,0.4799911071587373,0.6191042999553639,0.09523809523809523,0.32702699742620883,0.36863770009800717,0.0,0.764326838322632,0.7480155809337399
0.5625,0.4375,1.0,0.6,0.4666666666666667,0.4444444444444444,0.1111111111111111,0.8,0.0,0.43243243243243246,0.3225806451612903,0.4117647058823529,0.2,0.375,0.44,0.42105263157894735,0.3157894736842105,0.0,0.2857142857142857,0.0,0.0,0.030537830446672735,0.0774647887323944,0.1035606820461384,0.22727272727272727,0.47826086956521746,0.6386554621848739,0.5378151260504201,0.44000000000000006,0.5625000000000001,0.5764705882352942,0.6049382716049384,0.5818181818181819,0.5555555555555556,0.42105263157894735,0.2,0.0,0.33333333333333337,1.0,0.426204238921002,0.36363636363636365,0.14285714285714285,0.35395104320683424,0.3669497985407819,0.03571428571428571,0.6885381930293415,0.7331632925795538
0.84375,0.53125,0.0,0.26666666666666666,1.0,0.1111111111111111,0.3333333333333333,0.2,0.2,0.35135135135135137,0.5806451612903225,0.29411764705882354,0.26666666666666666,0.625,0.32,0.10526315789473684,0.3684210526315789,0.3333333333333333,0.5714285714285714,0.0,0.0,0.36189608021877845,0.1901408450704226,0.006018054162487459,0.13636363636363635,0.4347826086956522,0.361344537815126,0.5462184873949579,0.24,0.5,0.6,0.4938271604938272,0.43636363636363634,0.40740740740740744,0.3157894736842105,0.3,0.0,0.0,0.0,0.46531791907514464,0.3365570599613153,0.047619047619047616,0.5412493207466101,0.5699394365843239,0.03571428571428571,0.7649459591588151,0.8354293132142641
0.8125,0.25,0.0,0.06666666666666667,0.4666666666666667,0.2222222222222222,0.3333333333333333,0.2,0.0,0.2972972972972973,0.6451612903225806,0.23529411764705882,0.26666666666666666,0.625,0.44,0.15789473684210525,0.2631578947368421,0.0,0.2857142857142857,0.0,0.0,0.08295350957155878,0.031690140845070436,0.03961885656970912,0.22727272727272727,0.2608695652173913,0.4621848739495798,0.4285714285714285,0.34,0.3958333333333333,0.7058823529411764,0.6296296296296297,0.3090909090909091,0.4259259259259259,0.47368421052631576,0.5,0.33333333333333337,0.0,1.0,0.893063583815029,0.539651837524178,0.23809523809523808,0.6097125020535568,0.5505259719046064,0.07142857142857142,0.8137739557724535,0.8364883098939868
0.78125,0.9375,0.0,0.06666666666666667,0.4666666666666667,0.1111111111111111,0.1111111111111111,0.0,0.0,0.32432432432432434,0.29032258064516125,0.11764705882352941,0.2,0.375,0.48000000000000004,0.3157894736842105,0.3157894736842105,0.5,0.5714285714285714,0.0,0.0,0.060164083865086586,0.03521126760563381,0.05466399197592778,0.3181818181818182,0.1739130434782609,0.4033613445378151,0.4285714285714285,0.36000000000000004,0.3541666666666667,0.6235294117647059,0.7283950617283952,0.3090909090909091,0.4629629629629629,0.5789473684210527,0.35,0.0,0.0,0.0,0.15317919075144512,0.1926499032882012,0.047619047619047616,0.41022671266633814,0.3028095393662202,0.03571428571428571,0.635739568119649,0.7503901988854145
0.0625,0.28125,1.0,0.26666666666666666,0.8666666666666667,0.1111111111111111,0.0,0.2,0.0,0.32432432432432434,0.4193548387096774,0.058823529411764705,0.13333333333333333,0.41666666666666663,0.52,0.2631578947368421,0.15789473684210525,0.3333333333333333,0.2857142857142857,0.0,0.0,0.11577028258887875,0.04929577464788734,0.02582748244734202,0.22727272727272727,0.13043478260869565,0.4873949579831932,0.4369747899159664,0.34,0.3958333333333333,0.6352941176470589,0.7654320987654322,0.49090909090909096,0.40740740740740744,0.5263157894736842,0.7,0.0,0.0,1.0,0.36127167630057805,0.37717601547388785,0.047619047619047616,0.4176113027764087,0.3940482908140536,0.17857142857142855,0.730068818720502,0.6585111579498706
0.46875,0.375,1.0,0.6666666666666666,0.4666666666666667,0.5555555555555556,0.1111111111111111,0.6000000000000001,0.0,0.8648648648648649,0.06451612903225806,0.7058823529411764,0.06666666666666667,0.3333333333333333,0.28,0.6842105263157894,0.10526315789473684,0.16666666666666666,0.2857142857142857,0.0,0.5,0.007292616226071094,0.295774647887324,0.34804413239719156,0.5909090909090909,0.2173913043478261,0.9327731092436974,0.4033613445378151,0.6400000000000001,0.3541666666666667,0.4235294117647059,0.7407407407407408,0.8545454545454546,0.3888888888888889,0.2631578947368421,0.4,0.0,0.33333333333333337,1.0,0.78654004954583,0.7920696324951644,0.14285714285714285,0.5388204369968786,0.3517586845257541,0.17857142857142855,0.8619504014108705,0.7059571635933425
0.59375,0.875,0.0,0.3333333333333333,0.7333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.4,0.16216216216216217,0.6129032258064516,0.11764705882352941,0.3333333333333333,0.5833333333333333,0.32,0.10526315789473684,0.5263157894736842,0.3333333333333333,0.14285714285714285,0.0,0.0,0.12260711030082042,0.04929577464788734,0.024573721163490467,0.13636363636363635,0.6956521739130436,0.3697478991596639,0.6554621848739495,0.27999999999999997,0.6875,0.6588235294117647,0.6049382716049384,0.3090909090909091,0.3333333333333333,0.3157894736842105,0.45,0.33333333333333337,0.0,0.0,0.6430635838150289,0.387330754352031,0.047619047619047616,0.41239116149170363,0.5248529892192095,0.10714285714285714,0.835639239970319,0.722828969822074
0.96875,0.75,0.0,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2,0.35135135135135137,0.5806451612903225,0.058823529411764705,0.6,0.375,0.52,0.3157894736842105,0.10526315789473684,0.8333333333333333,0.2857142857142857,0.0,0.0,0.07930720145852324,0.03521126760563381,0.04087261785356068,0.3181818181818182,0.2173913043478261,0.5126050420168067,0.588235294117647,0.34,0.47916666666666663,0.5882352941176471,0.7037037037037037,0.6,0.6666666666666666,0.2631578947368421,0.4,0.33333333333333337,0.6666666666666667,0.0,0.4201589595375723,0.39204545454545453,0.19047619047619047,0.2989785367079311,0.3126390837288854,0.07142857142857142,0.6567262166641648,0.6774934554501184
0.15625,0.90625,1.0,0.26666666666666666,0.4666666666666667,0.2222222222222222,0.0,0.2,0.0,0.35135135135135137,0.3870967741935484,0.23529411764705882,0.2,0.4583333333333333,0.5599999999999999,0.3684210526315789,0.3157894736842105,0.16666666666666666,0.42857142857142855,0.0,0.0,0.08386508659981767,0.028169014084507088,0.03961885656970912,0.22727272727272727,0.30434782608695654,0.4453781512605042,0.5210084033613445,0.24,0.3541666666666667,0.6470588235294118,0.654320987654321,0.4545454545454546,0.4259259259259259,0.5263157894736842,0.45,0.0,0.33333333333333337,1.0,0.5044666316342618,0.3566027782662213,0.047619047619047616,0.2566781665845244,0.2853035889298549,0.07142857142857142,0.7813357762039524,0.6563940378097034
