player_name,season_injured,injury,injured_since,injured_until,duration,games_missed,club
Fabian Schär,2019-2020,Thigh Muscle Strain,2020-01-02,2020-01-17,15 days,3.0,Newcastle
Fabian Schär,2019-2020,Knee Injury,2019-10-20,2019-11-24,35 days,3.0,Newcastle
Fabian Schär,2019-2020,Calf Injury,2019-09-15,2019-09-20,5 days,,Newcastle
Fabian Schär,2018-2019,Knock,2019-05-06,2019-05-11,5 days,,Newcastle
Fabian Schär,2018-2019,Strain in the thigh and gluteal muscles,2019-04-21,2019-04-26,5 days,,Newcastle
Fabian Schär,2018-2019,Concussion,2019-03-23,2019-04-05,13 days,1.0,Newcastle
Fabian Schär,2017-2018,Knock,2018-05-17,2018-05-24,7 days,1.0,Newcastle
Fabian Schär,2017-2018,Thigh Muscle Strain,2017-07-17,2017-07-21,4 days,,Newcastle
Kell Watts,2022-2023,Knee Injury,2022-07-15,2022-10-01,78 days,9.0,Newcastle
Sean Longstaff,2020-2021,Hamstring Injury,2020-07-01,2020-07-25,24 days,6.0,Newcastle
Sean Longstaff,2019-2020,Ankle Injury,2019-09-01,2019-09-28,27 days,2.0,Newcastle
Sean Longstaff,2018-2019,Knee Injury,2019-03-03,2019-07-01,120 days,9.0,Newcastle
Miguel Almirón,2022-2023,Thigh Problems,2023-03-15,2023-04-20,36 days,5.0,Newcastle
Miguel Almirón,2020-2021,Knee Injury,2021-02-28,2021-03-15,15 days,2.0,Newcastle
Miguel Almirón,2020-2021,Knock,2020-11-14,2020-11-20,6 days,,Newcastle
Miguel Almirón,2019-2020,Thigh Muscle Strain,2020-07-06,2020-07-07,1 days,,Newcastle
Miguel Almirón,2019-2020,Knock,2020-02-06,2020-02-15,9 days,,Newcastle
Miguel Almirón,2019-2020,Ankle Injury,2019-08-26,2019-08-30,4 days,1.0,Newcastle
Miguel Almirón,2018-2019,Hamstring Injury,2019-04-20,2019-06-08,49 days,4.0,Newcastle
Miguel Almirón,2018-2019,Muscle Injury,2018-10-07,2018-10-31,24 days,2.0,Newcastle
Miguel Almirón,2017-2018,Torn muscle bundle,2017-09-25,2017-10-17,22 days,4.0,Newcastle
Yoshinori Muto,2019-2020,Hip Injury,2020-01-04,2020-02-19,46 days,9.0,Newcastle
Yoshinori Muto,2018-2019,Calf Injury,2018-11-04,2018-12-02,28 days,3.0,Newcastle
Ben Wilmot,2018-2019,Knee Injury,2018-08-06,2018-08-29,23 days,4.0,Watford
Adam Masina,2020-2021,Tendon crack,2020-09-09,2020-12-21,103 days,22.0,Watford
Marc Navarro,2020-2021,Hamstring Injury,2020-09-16,2020-11-16,61 days,11.0,Watford
Marc Navarro,2018-2019,Cruciate Ligament Injury,2018-09-30,2018-10-19,19 days,1.0,Watford
Adalberto Peñaranda,2019-2020,Strain,2019-08-08,2019-09-02,25 days,,Watford
Adalberto Peñaranda,2018-2019,Hamstring Injury,2019-02-17,2019-04-22,64 days,10.0,Watford
David Button,2018-2019,Knee Injury,2018-10-23,2018-12-03,41 days,5.0,Brighton
Jason Steele,2021-2022,Corona virus,2021-12-14,2021-12-28,14 days,2.0,Brighton
Jason Steele,2020-2021,Knock,2021-01-12,2021-02-09,28 days,7.0,Brighton
Jason Steele,2018-2019,Knock,2019-02-10,2019-05-31,110 days,15.0,Brighton
Bernardo,2020-2021,Ruptured sideband in the knee,2021-01-28,2021-03-12,43 days,10.0,Brighton
Bernardo,2019-2020,Knee Surgery,2019-09-02,2019-12-04,93 days,11.0,Brighton
Dan Burn,2022-2023,Concussion,2022-08-21,2022-08-26,5 days,2.0,Newcastle
Dan Burn,2021-2022,Shoulder Injury,2021-12-26,2021-12-28,2 days,1.0,Brighton
Dan Burn,2021-2022,Knee Injury,2021-10-27,2021-11-19,23 days,3.0,Brighton
Dan Burn,2021-2022,Torn Knee Ligament,2021-07-31,2021-09-18,49 days,5.0,Brighton
Dan Burn,2019-2020,Collarbone fracture,2020-01-01,2020-02-08,38 days,7.0,Brighton
Leon Balogun,2019-2020,Strain,2020-01-05,2020-01-31,26 days,,Brighton
Leon Balogun,2019-2020,Unknown Injury,2019-08-29,2019-10-04,36 days,5.0,Brighton
Leon Balogun,2018-2019,Shoulder Injury,2019-02-13,2019-04-21,67 days,11.0,Brighton
Tudor Baluta,2021-2022,Ankle Injury,2021-08-01,2022-07-28,361 days,2.0,Brighton
Yves Bissouma,2022-2023,Ankle Fracture,2023-02-10,,52 days,10.0,Spurs
Yves Bissouma,2021-2022,Knee Injury,2021-09-19,2021-10-14,25 days,4.0,Brighton
Yves Bissouma,2018-2019,Shoulder Injury,2019-06-03,2019-09-13,102 days,5.0,Brighton
Yves Bissouma,2018-2019,Hip Injury,2019-01-06,2019-01-28,22 days,3.0,Brighton
Alexis Mac Allister,2020-2021,Back Injury,2021-02-02,2021-02-05,3 days,1.0,Brighton
Alexis Mac Allister,2020-2021,Virus Infection,2020-11-07,2020-12-12,35 days,3.0,Brighton
Alireza Jahanbakhsh,2021-2022,Groin Injury,2021-08-12,2021-08-18,6 days,2.0,Brighton
Alireza Jahanbakhsh,2021-2022,Fitness,2021-07-17,2021-07-28,11 days,1.0,Brighton
Alireza Jahanbakhsh,2020-2021,Ankle Injury,2021-01-12,2021-02-24,43 days,10.0,Brighton
Alireza Jahanbakhsh,2020-2021,Hamstring Injury,2020-10-01,2020-11-05,35 days,4.0,Brighton
Alireza Jahanbakhsh,2019-2020,Hamstring Injury,2020-07-15,2020-07-25,10 days,2.0,Brighton
Florin Andone,2019-2020,Medial Collateral Ligament Knee Injury,2019-11-09,2020-01-29,81 days,15.0,Brighton
Florin Andone,2017-2018,Muscle Injury,2018-03-08,2018-04-02,25 days,3.0,Brighton
Erik Durm,2020-2021,Shoulder Injury,2020-08-31,2020-09-07,7 days,,Huddersfield
Erik Durm,2019-2020,Quarantine,2020-03-19,2020-04-02,14 days,,Huddersfield
Erik Durm,2018-2019,Strain in the thigh and gluteal muscles,2019-05-06,2019-05-30,24 days,1.0,Huddersfield
Erik Durm,2018-2019,Knock,2019-03-11,2019-03-14,3 days,,Huddersfield
Erik Durm,2018-2019,Hip Injury,2019-02-11,2019-02-25,14 days,1.0,Huddersfield
Juninho Bacuna,2020-2021,Ill,2020-11-02,2020-11-04,2 days,1.0,Huddersfield
Juninho Bacuna,2018-2019,Knock,2019-03-17,2019-03-29,12 days,,Huddersfield
Juninho Bacuna,2018-2019,Knock,2018-08-30,2018-10-05,36 days,4.0,Huddersfield
Karlan Grant,2020-2021,Ankle Injury,2020-12-30,2021-01-25,26 days,4.0,West Brom
Karlan Grant,2018-2019,Ill,2019-04-14,2019-04-19,5 days,,West Brom
Neil Etheridge,2021-2022,Corona virus,2021-07-15,2021-07-17,2 days,,Fulham
Joe Bennett,2018-2019,Hip Injury,2018-12-16,2018-12-25,9 days,1.0,Aston Villa
Bobby De Cordova-Reid,2021-2022,Knock,2021-08-16,2021-08-20,4 days,1.0,Fulham
Bobby De Cordova-Reid,2021-2022,Corona virus,2021-07-15,2021-07-22,7 days,,Fulham
Bobby De Cordova-Reid,2020-2021,Thigh Muscle Strain,2020-12-18,2020-12-18,0 days,,Fulham
Bobby De Cordova-Reid,2019-2020,Knock,2019-11-26,2019-12-13,17 days,4.0,Fulham
Josh Murphy,2018-2019,Hamstring Injury,2018-08-26,2018-09-21,26 days,3.0,Norwich
Kenneth Zohore,2019-2020,Calf Injury,2020-06-27,2020-10-18,113 days,1.0,West Brom
Kenneth Zohore,2019-2020,Calf Problems,2019-12-27,2019-12-30,3 days,1.0,West Brom
Kenneth Zohore,2019-2020,Calf Injury,2019-11-26,2019-12-23,27 days,6.0,West Brom
Kenneth Zohore,2019-2020,Calf Injury,2019-10-06,2019-10-25,19 days,2.0,West Brom
Kenneth Zohore,2019-2020,Calf Injury,2019-08-12,2019-08-14,2 days,1.0,West Brom
Kenneth Zohore,2018-2019,Thigh Muscle Strain,2018-12-22,2019-01-28,37 days,7.0,West Brom
Danny Ward,2020-2021,Hamstring Injury,2020-09-06,2020-11-16,71 days,11.0,Huddersfield
Scott Carson,2020-2021,Virus Infection,2021-01-06,2021-03-14,67 days,20.0,Man City
João Cancelo,2020-2021,Corona virus,2021-06-12,2021-07-15,33 days,,Man City
Rodri,2020-2021,Knock,2021-02-11,2021-02-12,1 days,,Man City
Rodri,2019-2020,Muscle Injury,2019-10-22,2019-11-09,18 days,5.0,Man City
Tommy Doyle,2022-2023,Calf Strain,2022-10-31,2022-12-12,42 days,5.0,Sheffield Utd
Tommy Doyle,2020-2021,Virus Infection,2021-01-01,2021-01-16,15 days,,Sheffield Utd
Cole Palmer,2021-2022,Foot Injury,2022-01-08,2022-04-11,93 days,16.0,Man City
Andy Lonergan,2022-2023,Knee Problems,2022-09-12,,203 days,25.0,Everton
Nathaniel Phillips,2021-2022,Cheekbone Fracture,2021-12-08,2022-01-22,45 days,10.0,Liverpool
Neco Williams,2020-2021,Ankle Injury,2020-11-19,2020-11-21,2 days,,Liverpool
Neco Williams,2020-2021,Ill,2020-11-07,2020-11-09,2 days,1.0,Liverpool
Neco Williams,2020-2021,Quarantine,2020-09-12,2020-09-20,8 days,2.0,Liverpool
Neco Williams,2020-2021,Ill,2020-07-21,2020-07-23,2 days,1.0,Liverpool
Neco Williams,2019-2020,Fitness,2020-02-24,2020-02-29,5 days,2.0,Liverpool
Neco Williams,2019-2020,Ill,2020-01-29,2020-02-01,3 days,2.0,Liverpool
Neco Williams,2018-2019,Hip problems,2019-01-11,2019-01-27,16 days,2.0,Liverpool
Takumi Minamino,2021-2022,Thigh Problems,2021-09-04,2021-09-13,9 days,1.0,Liverpool
Japhet Tanganga,2022-2023,Knock,2022-10-10,2022-10-17,7 days,2.0,Spurs
Japhet Tanganga,2021-2022,Knee Injury,2022-02-04,2022-06-30,146 days,20.0,Spurs
Japhet Tanganga,2020-2021,Shoulder Injury,2020-12-15,2020-12-26,11 days,3.0,Spurs
Japhet Tanganga,2020-2021,Thigh Problems,2020-09-30,2020-11-25,56 days,10.0,Spurs
Japhet Tanganga,2020-2021,Thigh Muscle Strain,2020-08-22,2020-09-28,37 days,5.0,Spurs
Japhet Tanganga,2019-2020,Back trouble,2020-06-15,2020-07-10,25 days,5.0,Spurs
Dennis Cirkin,2021-2022,Groin Surgery,2021-11-21,2021-12-20,29 days,7.0,Sunderland
Tanguy Ndombélé,2022-2023,Influenza,2023-02-01,2023-02-03,2 days,,Spurs
Tanguy Ndombélé,2020-2021,Unknown Injury,2020-12-05,2020-12-08,3 days,1.0,Spurs
Tanguy Ndombélé,2020-2021,Virus Infection,2020-11-09,2020-11-20,11 days,,Spurs
Tanguy Ndombélé,2020-2021,Knock,2020-10-28,2020-10-31,3 days,1.0,Spurs
Tanguy Ndombélé,2019-2020,Knock,2020-07-13,2020-07-31,18 days,3.0,Spurs
Tanguy Ndombélé,2019-2020,Groin Injury,2020-01-01,2020-01-21,20 days,5.0,Spurs
Tanguy Ndombélé,2019-2020,Groin Injury,2019-12-06,2019-12-21,15 days,3.0,Spurs
Tanguy Ndombélé,2018-2019,Concussion,2018-12-21,2019-01-07,17 days,2.0,Spurs
Tanguy Ndombélé,2017-2018,Knock,2017-08-08,2017-08-18,10 days,1.0,Spurs
Giovani Lo Celso,2021-2022,Shinbone injury,2021-12-25,2021-12-30,5 days,2.0,Spurs
Giovani Lo Celso,2021-2022,Knee Injury,2021-11-18,2021-12-15,27 days,5.0,Spurs
Giovani Lo Celso,2021-2022,Quarantine,2021-09-09,2021-09-17,8 days,2.0,Spurs
Giovani Lo Celso,2020-2021,Hamstring Injury,2020-12-20,2021-03-14,84 days,23.0,Spurs
Giovani Lo Celso,2020-2021,Knock,2020-11-22,2020-11-28,6 days,1.0,Spurs
Giovani Lo Celso,2020-2021,Muscle Injury,2020-10-02,2020-10-21,19 days,2.0,Spurs
Giovani Lo Celso,2020-2021,Thigh Muscle Strain,2020-08-22,2020-09-16,25 days,1.0,Spurs
Giovani Lo Celso,2019-2020,Strain,2020-02-03,2020-02-15,12 days,1.0,Spurs
Giovani Lo Celso,2019-2020,Hip Injury,2019-09-07,2019-10-20,43 days,8.0,Spurs
Steven Bergwijn,2021-2022,Calf Injury,2021-12-27,2022-01-16,20 days,5.0,Spurs
Steven Bergwijn,2021-2022,Ankle Injury,2021-09-16,2021-10-11,25 days,6.0,Spurs
Steven Bergwijn,2021-2022,Ankle Injury,2021-09-07,2021-09-14,7 days,1.0,Spurs
Steven Bergwijn,2020-2021,Unknown Injury,2021-01-08,2021-01-15,7 days,2.0,Spurs
Steven Bergwijn,2020-2021,Knock,2020-11-22,2020-11-28,6 days,1.0,Spurs
Steven Bergwijn,2020-2021,Knock,2020-11-06,2020-11-20,14 days,1.0,Spurs
Steven Bergwijn,2019-2020,Ankle Injury,2020-03-08,2020-05-31,84 days,1.0,Spurs
Tariq Lamptey,2021-2022,Knee Injury,2022-04-21,2022-04-29,8 days,1.0,Brighton
Tariq Lamptey,2020-2021,Hamstring Injury,2021-03-06,2021-09-18,196 days,17.0,Brighton
Tariq Lamptey,2020-2021,Rest ,2021-02-26,2021-02-28,2 days,1.0,Brighton
Tariq Lamptey,2020-2021,Hamstring Injury,2020-12-16,2021-02-24,70 days,16.0,Brighton
Tariq Lamptey,2020-2021,Thigh Muscle Strain,2020-12-08,2020-12-15,7 days,1.0,Brighton
Tariq Lamptey,2020-2021,Hamstring Injury,2020-10-04,2020-10-17,13 days,,Brighton
Billy Gilmour,2021-2022,Ankle Injury,2022-01-08,2022-02-05,28 days,5.0,Norwich
Billy Gilmour,2020-2021,Knee Injury,2020-07-09,2020-11-17,131 days,20.0,Norwich
Armando Broja,2021-2022,Corona virus,2022-05-30,2022-06-09,10 days,,Southampton
Teden Mengi,2020-2021,Hamstring Injury,2021-04-14,2021-05-31,47 days,13.0,Man Utd
Bruno Fernandes,2021-2022,Ill,2022-03-12,2022-03-14,2 days,1.0,Man Utd
Bruno Fernandes,2016-2017,Flu,2017-01-05,2017-01-07,2 days,1.0,Man Utd
Kieran Tierney,2021-2022,Knee Surgery,2022-03-31,2022-07-07,98 days,10.0,Arsenal
Kieran Tierney,2021-2022,Ankle problems,2021-10-21,2021-11-06,16 days,3.0,Arsenal
Kieran Tierney,2020-2021,Knee Injury,2021-04-03,2021-05-05,32 days,8.0,Arsenal
Kieran Tierney,2020-2021,Knee Injury,2021-01-19,2021-02-16,28 days,6.0,Arsenal
Kieran Tierney,2020-2021,Virus Infection,2020-10-07,2020-10-16,9 days,,Arsenal
Kieran Tierney,2020-2021,Groin Injury,2020-09-13,2020-09-27,14 days,2.0,Arsenal
Kieran Tierney,2017-2018,Calf Injury,2018-03-16,2018-04-07,22 days,3.0,Arsenal
Kieran Tierney,2016-2017,Ruptured ankle aigament,2016-10-28,2017-01-21,85 days,15.0,Arsenal
Dani Ceballos,2020-2021,Calf Injury,2021-01-15,2021-02-01,17 days,4.0,Arsenal
Dani Ceballos,2020-2021,Ankle Injury,2020-10-18,2020-10-24,6 days,1.0,Arsenal
Dani Ceballos,2019-2020,Torn muscle bundle,2019-11-07,2019-12-31,54 days,11.0,Arsenal
Gabriel Martinelli,2020-2021,Ankle Injury,2021-01-09,2021-01-17,8 days,2.0,Arsenal
Gabriel Martinelli,2020-2021,Calf Injury,2020-12-24,2020-12-25,1 days,,Arsenal
Gabriel Martinelli,2019-2020,Knee Injury,2020-06-21,2020-12-07,169 days,30.0,Arsenal
Gabriel Martinelli,2019-2020,Knock,2020-02-20,2020-02-25,5 days,2.0,Arsenal
Gabriel Martinelli,2019-2020,Hamstring Injury,2019-12-23,2020-01-06,14 days,4.0,Arsenal
Nicolas Pépé,2020-2021,Muscle Fatigue,2020-07-02,2020-07-06,4 days,1.0,Arsenal
Nicolas Pépé,2019-2020,Knee Injury,2019-12-10,2019-12-14,4 days,1.0,Arsenal
Jarrad Branthwaite,2021-2022,Ankle Surgery,2021-07-01,2021-08-02,32 days,,Everton
Djibril Sidibé,2019-2020,Foot Injury,2020-06-21,2020-07-01,10 days,3.0,Everton
Djibril Sidibé,2019-2020,Unknown Injury,2019-12-15,2019-12-18,3 days,2.0,Everton
Jean-Philippe Gbamin,2020-2021,Medial Collateral Ligament Injury,2021-04-10,2021-06-30,81 days,9.0,Everton
Jean-Philippe Gbamin,2019-2020,Achilles tendon rupture,2020-05-28,2021-04-02,309 days,45.0,Everton
Jean-Philippe Gbamin,2019-2020,Hamstring Injury,2019-08-18,2020-04-03,229 days,32.0,Everton
Moise Kean,2021-2022,Muscle Fatigue,2021-10-23,2021-11-09,17 days,5.0,Everton
Moise Kean,2020-2021,Muscle Fatigue,2021-03-24,2021-03-31,7 days,,Everton
Moise Kean,2016-2017,Stiffness,2017-05-05,2017-05-19,14 days,1.0,Everton
Ellis Simms,2022-2023,Toe Injury,2022-09-14,2022-10-24,40 days,8.0,Sunderland
James Justin,2022-2023,Achilles tendon rupture,2022-11-08,2023-05-31,204 days,30.0,Leicester
James Justin,2020-2021,Cruciate Ligament Rupture,2021-02-10,2022-01-07,331 days,49.0,Leicester
Dennis Praet,2022-2023,Unknown Injury,2022-12-26,2023-01-11,16 days,5.0,Leicester
Dennis Praet,2020-2021,Hamstring Injury,2021-01-10,2021-03-16,65 days,16.0,Leicester
Dennis Praet,2020-2021,Knee Injury,2020-09-28,2020-10-18,20 days,2.0,Leicester
Dennis Praet,2019-2020,Calf Injury,2020-06-18,2020-06-22,4 days,1.0,Leicester
Kiernan Dewsbury-Hall,2021-2022,Calf Injury,2022-04-29,2022-05-03,4 days,1.0,Leicester
Oskar Buur,2020-2021,Unknown Injury,2021-04-07,2021-04-22,15 days,4.0,Wolves
Owen Otasowie,2021-2022,Hamstring Injury,2021-07-26,2021-08-14,19 days,1.0,Wolves
Bruno Jordão,2019-2020,Foot Injury,2019-09-26,2019-10-05,9 days,2.0,Wolves
Bruno Jordão,2017-2018,Muscular problems,2018-02-04,2018-03-03,27 days,8.0,Wolves
Daniel Podence,2022-2023,Unknown Injury,2023-01-05,2023-01-09,4 days,1.0,Wolves
Daniel Podence,2021-2022,Foot Injury,2022-04-05,2022-05-12,37 days,5.0,Wolves
Daniel Podence,2021-2022,Corona virus,2021-11-19,2021-12-03,14 days,3.0,Wolves
Daniel Podence,2020-2021,Groin Surgery,2021-05-10,2021-08-23,105 days,5.0,Wolves
Daniel Podence,2020-2021,Tear in the abductor muscle,2021-02-06,2021-04-01,54 days,8.0,Wolves
Daniel Podence,2020-2021,Thigh Problems,2020-12-30,2021-01-26,27 days,5.0,Wolves
Daniel Podence,2020-2021,Shoulder Injury,2020-09-22,2020-10-03,11 days,1.0,Wolves
Daniel Podence,2019-2020,Quarantine,2020-07-01,2020-07-07,6 days,1.0,Wolves
Pedro Neto,2022-2023,Ankle Injury,2022-10-01,2023-02-05,127 days,19.0,Wolves
Pedro Neto,2020-2021,Knee Injury,2021-04-12,2022-02-03,297 days,31.0,Wolves
Pedro Neto,2019-2020,Muscle Injury,2020-07-13,2020-07-16,3 days,1.0,Wolves
Pedro Neto,2019-2020,Knock,2020-07-02,2020-07-13,11 days,3.0,Wolves
Pedro Neto,2019-2020,Calf Injury,2019-10-07,2019-10-28,21 days,3.0,Wolves
David Martin,2019-2020,Hip Injury,2019-12-15,2020-01-08,24 days,4.0,West Ham
Tomas Soucek,2019-2020,Muscular problems,2020-02-25,2020-03-05,9 days,1.0,West Ham
Sébastien Haller,2020-2021,Corona virus,2021-03-20,2021-04-03,14 days,1.0,West Ham
Sébastien Haller,2020-2021,Knock,2020-10-06,2020-10-22,16 days,1.0,West Ham
Sébastien Haller,2019-2020,Groin Injury,2020-06-19,2020-07-07,18 days,4.0,West Ham
Albian Ajeti,2017-2018,Unknown Injury,2017-07-18,2017-08-03,16 days,1.0,West Ham
Lloyd Kelly,2022-2023,Ankle Injury,2022-09-15,2022-12-26,102 days,11.0,Bournemouth
Lloyd Kelly,2020-2021,Hamstring Injury,2020-10-30,2020-11-01,2 days,1.0,Bournemouth
Lloyd Kelly,2020-2021,Hamstring Injury,2020-09-25,2020-10-23,28 days,4.0,Bournemouth
Lloyd Kelly,2019-2020,Strain,2020-01-23,2020-06-09,138 days,6.0,Bournemouth
Lloyd Kelly,2019-2020,Hamstring Injury,2019-11-03,2020-01-19,77 days,13.0,Bournemouth
Lloyd Kelly,2019-2020,Ligament Injury,2019-07-29,2019-09-21,54 days,7.0,Bournemouth
Jack Stacey,2020-2021,Thigh Problems,2021-02-09,2021-03-03,22 days,7.0,Bournemouth
Jack Stacey,2019-2020,Calf Injury,2020-07-05,2020-07-09,4 days,1.0,Bournemouth
Jack Stacey,2019-2020,Hamstring Injury,2019-12-29,2020-02-08,41 days,7.0,Bournemouth
Arnaut Danjuma,2020-2021,Muscular problems,2020-09-28,2020-10-01,3 days,,Bournemouth
Arnaut Danjuma,2020-2021,Rest ,2020-09-21,2020-09-24,3 days,1.0,Bournemouth
Arnaut Danjuma,2020-2021,Rest ,2020-09-14,2020-09-17,3 days,1.0,Bournemouth
Arnaut Danjuma,2019-2020,Hamstring Injury,2019-07-29,2019-09-19,52 days,16.0,Bournemouth
Jetro Willems,2019-2020,Cruciate Ligament Rupture,2020-01-18,2020-09-20,246 days,13.0,Newcastle
Jetro Willems,2019-2020,Knee Injury,2019-12-15,2019-12-25,10 days,1.0,Newcastle
Jetro Willems,2019-2020,Knee Injury,2019-09-22,2019-10-05,13 days,1.0,Newcastle
Jetro Willems,2019-2020,Hamstring Injury,2019-08-29,2019-08-30,1 days,,Newcastle
Emil Krafth,2022-2023,Cruciate Ligament Rupture,2022-08-24,2023-04-20,239 days,36.0,Newcastle
Emil Krafth,2020-2021,Ankle Injury,2020-07-21,2020-09-11,52 days,1.0,Newcastle
Emil Krafth,2019-2020,Ankle Injury,2020-01-21,2020-06-20,151 days,9.0,Newcastle
Matty Longstaff,2022-2023,Hamstring Injury,2022-10-12,2022-11-14,33 days,7.0,Newcastle
Matty Longstaff,2020-2021,Thigh Muscle Strain,2020-09-10,2020-10-18,38 days,8.0,Newcastle
Matty Longstaff,2019-2020,Thigh Muscle Strain,2020-06-29,2020-07-04,5 days,1.0,Newcastle
Joelinton,2021-2022,Laceration,2022-05-22,2022-06-15,24 days,1.0,Newcastle
Joelinton,2021-2022,Knock,2022-03-07,2022-03-15,8 days,2.0,Newcastle
Joelinton,2021-2022,Groin Injury,2022-01-22,2022-02-05,14 days,1.0,Newcastle
Joelinton,2018-2019,Ruptured syndesmotic ligament,2019-03-30,2019-05-06,37 days,5.0,Newcastle
Joelinton,2018-2019,Knee Problems,2018-12-22,2018-12-24,2 days,1.0,Newcastle
Joelinton,2018-2019,Muscular problems,2018-11-27,2018-11-29,2 days,1.0,Newcastle
Allan Saint-Maximin,2022-2023,Ill,2023-01-06,2023-01-09,3 days,1.0,Newcastle
Allan Saint-Maximin,2022-2023,Muscle Injury,2022-10-14,2022-10-26,12 days,3.0,Newcastle
Allan Saint-Maximin,2022-2023,Hamstring Injury,2022-08-29,2022-10-05,37 days,4.0,Newcastle
Allan Saint-Maximin,2021-2022,Ill,2022-03-07,2022-03-12,5 days,1.0,Newcastle
Allan Saint-Maximin,2021-2022,Knock,2022-02-14,2022-03-04,18 days,2.0,Newcastle
Allan Saint-Maximin,2021-2022,Calf Injury,2021-12-28,2022-01-05,8 days,,Newcastle
Allan Saint-Maximin,2020-2021,Groin Injury,2021-02-28,2021-04-04,35 days,4.0,Newcastle
Allan Saint-Maximin,2020-2021,Calf Injury,2020-11-22,2021-01-22,61 days,11.0,Newcastle
Allan Saint-Maximin,2020-2021,Ankle Injury,2020-09-21,2020-10-01,10 days,3.0,Newcastle
Allan Saint-Maximin,2019-2020,Hamstring Injury,2019-12-09,2020-01-17,39 days,8.0,Newcastle
Allan Saint-Maximin,2019-2020,Thigh Muscle Strain,2019-09-22,2019-09-28,6 days,,Newcastle
Allan Saint-Maximin,2018-2019,Muscle Injury,2019-03-30,2019-04-05,6 days,1.0,Newcastle
Allan Saint-Maximin,2018-2019,Torn Knee Ligament,2018-12-20,2019-01-10,21 days,2.0,Newcastle
Lovre Kalinic,2018-2019,Cartilage Damage,2019-03-24,2019-04-30,37 days,7.0,Aston Villa
Lovre Kalinic,2017-2018,Hand Injury,2017-08-26,2017-08-28,2 days,1.0,Aston Villa
Jed Steer,2021-2022,Achilles tendon problems,2022-03-03,2022-10-31,242 days,32.0,Luton
Jed Steer,2019-2020,Calf Injury,2019-11-11,2020-06-15,217 days,21.0,Aston Villa
Jed Steer,2016-2017,Achilles tendon rupture,2016-11-07,2017-07-24,259 days,31.0,Aston Villa
Jed Steer,2021-2022,Achilles tendon problems,2022-03-03,2022-10-31,242 days,32.0,Aston Villa
Örjan Nyland,2020-2021,Back Injury,2020-10-02,2021-01-31,121 days,17.0,Aston Villa
Örjan Nyland,2020-2021,Back Injury,2020-10-02,2021-01-31,121 days,17.0,Aston Villa
Matija Sarkic,2020-2021,Knee Injury,2020-09-26,2021-01-01,97 days,23.0,Wolves
Björn Engels,2020-2021,Hamstring Injury,2020-11-02,2020-12-16,44 days,4.0,Aston Villa
Björn Engels,2020-2021,Calf Injury,2020-06-18,2020-10-18,122 days,16.0,Aston Villa
Björn Engels,2020-2021,Shin bone bruise,2020-06-18,2020-10-18,122 days,16.0,Aston Villa
Björn Engels,2019-2020,Groin Injury,2019-11-03,2019-11-30,27 days,2.0,Aston Villa
Ezri Konsa,2021-2022,Knee Injury,2022-05-15,2022-07-10,56 days,3.0,Aston Villa
Ezri Konsa,2020-2021,Bruise,2020-12-13,2020-12-25,12 days,2.0,Aston Villa
Ezri Konsa,2019-2020,Strain,2020-02-02,2020-02-15,13 days,,Aston Villa
Ezri Konsa,2019-2020,Strain,2019-08-05,2019-08-09,4 days,,Aston Villa
James Chester,2020-2021,Muscular problems,2020-10-30,2020-11-08,9 days,3.0,Stoke
James Chester,2020-2021,Calf Injury,2020-10-16,2020-10-18,2 days,1.0,Stoke
James Chester,2020-2021,Muscular problems,2020-09-30,2020-10-02,2 days,1.0,Stoke
James Chester,2020-2021,Muscular problems,2020-09-22,2020-09-24,2 days,1.0,Stoke
James Chester,2020-2021,Muscular problems,2020-09-16,2020-09-18,2 days,1.0,Stoke
James Chester,2019-2020,Hamstring Injury,2019-08-08,2019-11-09,93 days,14.0,Aston Villa
James Chester,2018-2019,Knee inflammation ,2019-02-01,2019-05-15,103 days,19.0,Aston Villa
Frédéric Guilbert,2020-2021,Chest injury,2020-10-02,2020-12-11,70 days,7.0,Aston Villa
Frédéric Guilbert,2019-2020,Knee Injury,2020-05-19,2020-07-04,46 days,4.0,Aston Villa
Frédéric Guilbert,2016-2017,Nasal Bone Fracture,2016-09-07,2016-09-23,16 days,3.0,Aston Villa
James Bree,2020-2021,Knee Injury,2020-09-20,2020-11-02,43 days,8.0,Luton
Marvelous Nakamba,2021-2022,Knee Injury,2021-12-11,2022-03-31,110 days,15.0,Aston Villa
John McGinn,2022-2023,Thigh Muscle Strain,2023-01-01,2023-02-04,34 days,6.0,Aston Villa
John McGinn,2020-2021,Quarantine,2021-06-01,2021-06-04,3 days,,Aston Villa
Conor Hourihane,2020-2021,Hamstring Injury,2021-03-20,2021-04-02,13 days,2.0,Swansea
Henri Lansbury,2019-2020,Knock,2020-07-01,2020-07-04,3 days,,Aston Villa
Henri Lansbury,2019-2020,Ankle Injury,2019-09-23,2019-10-04,11 days,2.0,Nott'm Forest
