name,player_id
João Pedro Junqueira de Jesus,946
João Victor Gomes da Silva,947
João Virgínia,948
Joël Veltman,949
Joško Gvardiol,950
Juan Camilo Hernández Suárez,951
Juan Foyth,952
Juan Larios López,953
Juan Mata,954
Julian Jeanvier,955
Julio Enciso,956
Julián Speroni,957
Julián Álvarez,958
Juninho Bacuna,959
Junior Firpo Adames,960
Junior Stanislas,961
Juraj Kucka,962
Jurriën Timber,963
Justin Hubner,964
Justin Kluivert,965
Jérémy Doku,966
Jóhann Berg Gudmundsson,967
Jürgen Locadia,968
Kacper Kozłowski,969
Kadan Young,970
Kadeem Harris,971
Kaden Rodney,972
Kaelan Casey,973
Kai Havertz,974
Kaide Gordon,975
Kaine Hayden,976
Kaine Kesler Hayden,977
Kaine Kesler-Hayden,978
Kalidou Koulibaly,979
Kalvin Phillips,980
Kamaldeen Sulemana,981
Kamari Doyle,982
Kamil Conteh,983
Kamil Grosicki,984
Kamil Miazek,985
Kaoru Mitoma,986
Karl Darlow,987
Karl Hein,988
Karlan Grant,989
Karlo Ziger,990
Kasey McAteer,991
Kasper Schmeichel,992
Kayky da Silva Chagas,993
Kayne Ramsay,994
Kazaiah Sterling,995
Kean Bryan,996
Keane Lewis-Potter,997
Keinan Davis,998
Kelechi Iheanacho,999
Kell Watts,1000
Ken Sema,1001
Kenneth Zohore,1002
Kenny McLean,1003
Kenny Tete,1004
Kepa Arrizabalaga,1005
Kevin Danso,1006
Kevin De Bruyne,1007
Kevin Long,1008
Kevin Mbabu,1009
Kevin McDonald,1010
Kevin Mirallas,1011
Kevin Schade,1012
Keylor Navas,1013
Kgaogelo Chauke,1014
Ki-Jana Hoever,1015
Kiano Dyer,1016
Kieffer Moore,1017
Kieran Dowell,1018
Kieran Gibbs,1019
Kieran Tierney,1020
Kieran Trippier,1021
Kiernan Dewsbury-Hall,1022
Kieron Freeman,1023
Killian Phillips,1024
Kjell Scherpen,1025
Kobbie Mainoo,1026
Kofi Balmer,1027
Konstantinos Mavropanos,1028
Konstantinos Tsimikas,1029
Kortney Hause,1030
Kris Moore,1031
Kristian Sekularac,1032
Kristoffer Ajer,1033
Kristoffer Klaesson,1034
Krisztián Hegyi,1035
Kurt Zouma,1036
Kwadwo Baah,1037
Kyle Bartley,1038
Kyle Edwards,1039
Kyle John,1040
Kyle Taylor,1041
Kyle Walker,1042
Kyle Walker-Peters,1043
Kyron Gordon,1044
Lamare Bogarde,1045
Lander Emery,1046
Laurent Depoitre,1047
Laurent Koscielny,1048
Lawrence Vigouroux,1049
Layvin Kurzawa,1050
Lazar Markovic,1051
Leander Dendoncker,1052
Leandro Bacuna,1053
Leandro Trossard,1054
Lee Grant,1055
Lee Peltier,1056
Leif Davis,1057
Leigh Kavanagh,1058
Leighton Baines,1059
Leighton Clarkson,1060
Leo Castledine,1061
Leo Fuhr Hjelde,1062
Leon Bailey,1063
Leon Balogun,1064
Leon Chiwome,1065
Leon Clarke,1066
Leonardo Campana,1067
Leroy Sané,1068
Lesley Ugochukwu,1069
Levi Colwill,1070
Lewis Bate,1071
Lewis Brunt,1072
Lewis Cass,1073
Lewis Cook,1074
Lewis Dobbin,1075
Lewis Dunk,1076
Lewis Gibson,1077
Lewis Hall,1078
Lewis Koumas,1079
Lewis Miley,1080
Lewis O'Brien,1081
Lewis Orford,1082
Lewis Payne,1083
Lewis Richards,1084
Lewis Richardson,1085
Lewis Warrington,1086
Liam Cooper,1087
Liam Delap,1088
Liam Gibbs,1089
Liam Gibson,1090
Liam Hughes,1091
Liam McCarron,1092
Lino Sousa,1093
Lisandro Martínez,1094
Lloyd Kelly,1095
Lorenz Assignon,1096
Loris Karius,1097
Louie Marsh,1098
Louie Moulden,1099
Louie Watson,1100
Louis Jackson,1101
Lovre Kalinic,1102
Loïc Badé,1103
Loïc Damour,1104
Loïc Mbe Soh,1105
Luc De Fougerolles,1106
Luca Barrington,1107
Luca Koleosho,1108
Lucas Bergström,1109
Lucas De Bolle,1110
Lucas Digne,1111
Lucas Perri,1112
Lucas Pérez,1113
Lucas Rodrigues Moura da Silva,1114
Lucas Tolentino Coelho de Lima,1115
Lucas Torreira,1116
Lucas Torreira di Pascua,1117
