season_x,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,team_x,opp_team_name,Date,team
2016-17,Granit Xhaka,0,0,19,1,19.5,24,181,0,0,7.5,21.0,2017-01-01 16:00:00+00:00,90,5,0,0,0,0,19,0,120465,0.0,2.0,34.0,3,1294,3070,1776,52,True,0,19,MID,,Crystal Palace,01/01/17,Arsenal
2016-17,Harry Kane,1,3,76,1,34.4,403,190,0,2,19.4,93.4,2017-01-01 13:30:00+00:00,76,18,0,0,0,0,19,0,605378,4.0,1.0,66.0,16,-136996,4441,141437,110,False,0,19,FWD,,Watford,01/01/17,Tottenham
2016-17,Harry Winks,0,0,2,0,2.2,513,190,1,0,0.4,1.4,2017-01-01 13:30:00+00:00,30,18,0,0,0,0,19,0,3460,4.0,1.0,0.0,1,-74,201,275,45,False,0,19,MID,,Watford,01/01/17,Tottenham
2016-17,Heung-Min Son,0,0,4,0,24.7,402,190,1,0,6.5,5.2,2017-01-01 13:30:00+00:00,90,18,0,0,0,0,19,0,224969,4.0,1.0,35.0,2,-8906,10398,19304,71,False,0,19,MID,,Watford,01/01/17,Tottenham
2016-17,Hugo Lloris,0,0,10,0,0.0,380,190,1,0,1.1,11.0,2017-01-01 13:30:00+00:00,90,18,0,0,0,0,19,1,316471,4.0,1.0,0.0,2,-4397,3026,7423,55,False,0,19,GK,,Watford,01/01/17,Tottenham
2016-17,Héctor Bellerín,0,2,36,1,20.6,6,181,0,0,5.3,24.0,2017-01-01 16:00:00+00:00,90,5,0,0,0,0,19,0,705058,0.0,2.0,8.0,8,11822,16143,4321,64,True,0,19,DEF,,Crystal Palace,01/01/17,Arsenal
2016-17,James McArthur,0,0,0,0,0.0,114,181,0,0,0.0,0.0,2017-01-01 16:00:00+00:00,0,1,0,0,0,0,19,0,97698,0.0,2.0,0.0,0,-17376,2236,19612,50,False,0,19,MID,,Arsenal,01/01/17,Crystal Palace
2016-17,James Tomkins,0,0,7,0,0.1,103,181,2,0,2.2,21.8,2017-01-01 16:00:00+00:00,90,1,0,0,0,0,19,0,7019,0.0,2.0,0.0,0,-746,56,802,50,False,1,19,DEF,,Arsenal,01/01/17,Crystal Palace
2016-17,Joel Ward,0,0,15,0,12.6,105,181,2,0,3.1,12.0,2017-01-01 16:00:00+00:00,90,1,0,0,0,0,19,0,30416,0.0,2.0,6.0,1,-447,567,1014,48,False,0,19,DEF,,Arsenal,01/01/17,Crystal Palace
2016-17,Kieran Gibbs,0,0,0,0,0.0,7,181,0,0,0.0,0.0,2017-01-01 16:00:00+00:00,0,5,0,0,0,0,19,0,20762,0.0,2.0,0.0,0,-405,169,574,48,True,0,19,DEF,,Crystal Palace,01/01/17,Arsenal
2016-17,Kieran Trippier,2,2,43,0,30.1,387,190,1,0,8.7,54.4,2017-01-01 13:30:00+00:00,90,18,0,0,0,0,19,0,4491,4.0,1.0,2.0,10,230,298,68,47,False,0,19,DEF,,Watford,01/01/17,Tottenham
2016-17,Kyle Walker,0,0,0,0,0.0,384,190,0,0,0.0,0.0,2017-01-01 13:30:00+00:00,0,18,0,0,0,0,19,0,1422468,4.0,1.0,0.0,0,-205612,5864,211476,62,False,0,19,DEF,,Watford,01/01/17,Tottenham
2016-17,Martin Kelly,0,0,15,0,1.5,106,181,2,0,2.8,26.8,2017-01-01 16:00:00+00:00,90,1,0,0,0,0,19,0,27381,0.0,2.0,0.0,1,-37,912,949,44,False,0,19,DEF,,Arsenal,01/01/17,Crystal Palace
2016-17,Matej Vydra,0,0,0,0,0.0,483,190,0,0,0.0,0.0,2017-01-01 13:30:00+00:00,0,17,0,0,0,0,19,0,14292,4.0,1.0,0.0,0,-142,16,158,45,True,0,19,FWD,,Tottenham,01/01/17,Watford
2016-17,Mesut Özil,0,0,0,0,0.0,14,181,0,0,0.0,0.0,2017-01-01 16:00:00+00:00,0,5,0,0,0,0,19,0,394036,0.0,2.0,0.0,0,-425,15059,15484,96,True,0,19,MID,,Crystal Palace,01/01/17,Arsenal
2016-17,Mohamed Elneny,0,0,13,1,5.3,22,181,0,0,3.0,4.6,2017-01-01 16:00:00+00:00,71,5,0,0,0,0,19,0,19846,0.0,2.0,20.0,3,-225,167,392,46,True,0,19,MID,,Crystal Palace,01/01/17,Arsenal
2016-17,Moussa Sissoko,0,0,0,0,0.0,572,190,0,0,0.0,0.0,2017-01-01 13:30:00+00:00,0,18,0,0,0,0,19,0,5019,4.0,1.0,0.0,0,304,545,241,67,False,0,19,MID,,Watford,01/01/17,Tottenham
2016-17,Odion Ighalo,0,0,0,0,1.8,426,190,4,0,0.7,0.0,2017-01-01 13:30:00+00:00,90,17,0,0,0,0,19,0,127168,4.0,1.0,6.0,2,-2126,377,2503,69,True,0,19,FWD,,Tottenham,01/01/17,Watford
2016-17,Olivier Giroud,0,2,36,1,23.6,25,181,0,1,9.4,41.2,2017-01-01 16:00:00+00:00,90,5,0,0,0,0,19,0,69634,0.0,2.0,29.0,8,14244,16556,2312,85,True,0,19,FWD,,Crystal Palace,01/01/17,Arsenal
2016-17,Rob Holding,0,0,0,0,0.0,484,181,0,0,0.0,0.0,2017-01-01 16:00:00+00:00,0,5,0,0,0,0,19,0,23243,0.0,2.0,0.0,0,18,546,528,40,True,0,19,DEF,,Crystal Palace,01/01/17,Arsenal
2016-17,Robert Kenedy Nunes do Nascimento,0,0,0,0,0.0,94,190,0,0,0.0,0.0,2017-01-01 13:30:00+00:00,0,17,0,0,0,0,19,0,1067,4.0,1.0,0.0,0,-4,9,13,51,True,0,19,DEF,,Tottenham,01/01/17,Watford
2016-17,Scott Dann,0,0,12,0,0.5,104,181,2,0,3.8,27.2,2017-01-01 16:00:00+00:00,90,1,0,0,0,0,19,0,136432,0.0,2.0,10.0,1,-3184,850,4034,52,False,0,19,DEF,,Arsenal,01/01/17,Crystal Palace
2016-17,Shkodran Mustafi,0,0,0,0,0.0,555,181,0,0,0.0,0.0,2017-01-01 16:00:00+00:00,0,5,0,0,0,0,19,0,35575,0.0,2.0,0.0,0,-1509,629,2138,58,True,0,19,DEF,,Crystal Palace,01/01/17,Arsenal
2016-17,Theo Walcott,0,0,0,0,0.0,13,181,0,0,0.0,0.0,2017-01-01 16:00:00+00:00,0,5,0,0,0,0,19,0,483859,0.0,2.0,0.0,0,-218031,6219,224250,77,True,0,19,MID,,Crystal Palace,01/01/17,Arsenal
2016-17,Toby Alderweireld,0,0,13,0,3.3,382,190,1,0,2.7,16.2,2017-01-01 13:30:00+00:00,90,18,0,0,0,0,19,0,399897,4.0,1.0,7.0,2,-11773,599,12372,63,False,0,19,DEF,,Watford,01/01/17,Tottenham
2016-17,Troy Deeney,0,0,5,0,16.3,425,190,4,0,2.6,4.0,2017-01-01 13:30:00+00:00,90,17,0,0,0,0,19,0,187708,4.0,1.0,6.0,2,-5182,6818,12000,68,True,0,19,FWD,,Tottenham,01/01/17,Watford
2016-17,Wayne Hennessey,0,0,24,0,0.0,100,181,2,0,3.7,37.4,2017-01-01 16:00:00+00:00,90,1,0,0,0,0,19,5,91392,0.0,2.0,0.0,2,3245,4843,1598,43,False,0,19,GK,,Arsenal,01/01/17,Crystal Palace
2016-17,Wilfried Zaha,0,0,8,0,6.8,111,181,2,0,3.0,13.6,2017-01-01 16:00:00+00:00,90,1,0,0,0,0,19,0,531067,0.0,2.0,10.0,2,-6500,40086,46586,58,False,0,19,MID,,Arsenal,01/01/17,Crystal Palace
2016-17,Aaron Cresswell,0,0,4,0,5.0,454,227,4,0,1.1,2.2,2017-02-01 19:45:00+00:00,90,10,0,0,0,0,23,0,18161,4.0,0.0,4.0,0,-772,511,1283,53,True,0,23,DEF,,Man City,01/02/17,West Ham
2016-17,Aaron Lennon,0,0,0,0,0.0,142,230,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,14,0,0,0,0,23,0,8531,1.0,1.0,0.0,0,-160,91,251,55,False,0,23,MID,,Stoke,01/02/17,Everton
2016-17,Ademola Lookman,0,0,2,0,2.0,627,230,0,0,2.9,2.6,2017-02-01 20:00:00+00:00,22,14,0,0,0,0,23,0,3343,1.0,1.0,24.0,1,-259,513,772,55,False,0,23,MID,,Stoke,01/02/17,Everton
2016-17,Adrián San Miguel del Castillo,0,0,0,0,0.0,450,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,77747,4.0,0.0,0.0,0,-1369,71,1440,47,True,0,23,GK,,Man City,01/02/17,West Ham
2016-17,Andreas Pereira,0,0,0,0,0.0,263,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,7,0,0,0,0,23,0,1945,0.0,0.0,0.0,0,-8,5,13,44,True,0,23,MID,,Hull,01/02/17,Man United
2016-17,Andrew Robertson,0,0,25,1,11.2,152,229,0,0,3.0,19.2,2017-02-01 20:00:00+00:00,90,11,0,0,0,0,23,0,39583,0.0,0.0,0.0,6,30,1030,1000,43,False,0,23,DEF,,Man United,01/02/17,Hull
2016-17,André Ayew,0,0,0,0,0.0,374,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,44139,4.0,0.0,0.0,0,-218,27,245,71,True,0,23,MID,,Man City,01/02/17,West Ham
2016-17,Andy Carroll,0,0,6,0,13.0,468,227,4,0,2.6,0.6,2017-02-01 19:45:00+00:00,78,10,0,0,0,0,23,0,179198,4.0,0.0,12.0,1,54093,66410,12317,63,True,1,23,FWD,,Man City,01/02/17,West Ham
2016-17,Angelo Ogbonna,0,0,0,0,0.0,456,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,35407,4.0,0.0,0.0,0,-4938,70,5008,48,True,0,23,DEF,,Man City,01/02/17,West Ham
2016-17,Anthony Martial,0,0,0,0,0.0,267,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,7,0,0,0,0,23,0,106718,0.0,0.0,0.0,0,-614,503,1117,92,True,0,23,FWD,,Hull,01/02/17,Man United
2016-17,Arthur Masuaku,0,0,0,0,0.0,505,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,6345,4.0,0.0,0.0,0,-63,5,68,47,True,0,23,DEF,,Man City,01/02/17,West Ham
2016-17,Ashley Fletcher,0,0,4,0,0.3,535,227,0,0,0.3,2.2,2017-02-01 19:45:00+00:00,12,10,0,0,0,0,23,0,6828,4.0,0.0,0.0,1,-127,256,383,50,True,0,23,FWD,,Man City,01/02/17,West Ham
2016-17,Ashley Young,0,0,0,0,0.0,260,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,7,0,0,0,0,23,0,2872,0.0,0.0,0.0,0,-16,29,45,51,True,0,23,DEF,,Hull,01/02/17,Man United
2016-17,Cheikhou Kouyaté,0,0,0,0,0.0,459,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,32405,4.0,0.0,0.0,0,-584,66,650,50,True,0,23,MID,,Man City,01/02/17,West Ham
2016-17,Chris Smalling,0,0,11,0,10.4,244,229,0,0,2.4,11.8,2017-02-01 20:00:00+00:00,36,7,0,0,0,0,23,0,44437,0.0,0.0,2.0,1,659,994,335,58,True,0,23,DEF,,Hull,01/02/17,Man United
2016-17,Claudio Bravo,0,0,0,0,0.0,541,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,20,0,0,0,0,23,0,67328,4.0,0.0,0.0,0,-2950,675,3625,51,False,0,23,GK,,West Ham,01/02/17,Man City
2016-17,Darren Randolph,0,0,7,0,0.0,451,227,4,0,0.2,2.0,2017-02-01 19:45:00+00:00,90,10,0,0,0,0,23,0,77215,4.0,0.0,0.0,0,260,3421,3161,44,True,0,23,GK,,Man City,01/02/17,West Ham
2016-17,David de Gea,0,0,25,1,0.0,242,229,0,0,1.5,14.8,2017-02-01 20:00:00+00:00,90,7,0,0,0,0,23,2,1480830,0.0,0.0,0.0,6,-10794,10420,21214,54,True,0,23,GK,,Hull,01/02/17,Man United
2016-17,Declan Rice,0,0,0,0,0.0,618,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,345,4.0,0.0,0.0,0,15,38,23,45,True,0,23,MID,,Man City,01/02/17,West Ham
2016-17,Domingos Quina,0,0,0,0,0.0,610,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,147,4.0,0.0,0.0,0,-1,11,12,45,True,0,23,MID,,Man City,01/02/17,West Ham
2016-17,Dominic Calvert-Lewin,0,0,0,0,0.0,595,230,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,14,0,0,0,0,23,0,1140,1.0,1.0,0.0,0,-68,36,104,45,False,0,23,FWD,,Stoke,01/02/17,Everton
2016-17,Eldin Jakupovic,0,3,34,1,0.0,147,229,0,0,4.5,45.4,2017-02-01 20:00:00+00:00,90,11,0,0,0,0,23,6,896979,0.0,0.0,0.0,11,23592,30089,6497,39,False,0,23,GK,,Man United,01/02/17,Hull
2016-17,Eric Bailly,0,0,0,0,0.0,255,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,7,0,0,0,0,23,0,247154,0.0,0.0,0.0,0,-1706,679,2385,53,True,0,23,DEF,,Hull,01/02/17,Man United
2016-17,Erik Pieters,0,2,22,0,18.3,321,230,1,0,4.4,25.6,2017-02-01 20:00:00+00:00,90,6,0,0,0,0,23,0,296225,1.0,1.0,0.0,4,17536,25953,8417,46,True,0,23,DEF,,Everton,01/02/17,Stoke
2016-17,Fabian Delph,0,0,6,0,1.5,227,227,0,0,0.9,7.4,2017-02-01 19:45:00+00:00,11,20,0,0,0,0,23,0,4038,4.0,0.0,0.0,1,5,34,29,47,False,0,23,MID,,West Ham,01/02/17,Man City
2016-17,Fernando Luiz Rosa,0,0,4,0,4.6,233,227,0,0,0.9,4.2,2017-02-01 19:45:00+00:00,24,20,0,0,0,0,23,0,58171,4.0,0.0,0.0,1,-63,448,511,53,False,0,23,DEF,,West Ham,01/02/17,Man City
2016-17,Gabriel Fernando de Jesus,1,3,38,1,16.8,625,227,0,1,9.1,49.2,2017-02-01 19:45:00+00:00,90,20,0,0,0,0,23,0,16017,4.0,0.0,25.0,11,8234,10565,2331,90,False,1,23,FWD,,West Ham,01/02/17,Man City
2016-17,Harry Maguire,0,0,21,1,0.3,153,229,0,0,5.3,24.8,2017-02-01 20:00:00+00:00,90,11,0,0,0,0,23,0,3305,0.0,0.0,28.0,6,1082,1231,149,44,False,0,23,DEF,,Man United,01/02/17,Hull
2016-17,Idrissa Gueye,0,0,0,0,0.0,488,230,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,14,0,0,0,0,23,0,13479,1.0,1.0,0.0,0,-819,107,926,50,False,0,23,MID,,Stoke,01/02/17,Everton
2016-17,Ilkay Gündogan,0,0,0,0,0.0,236,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,20,0,0,0,0,23,0,69265,4.0,0.0,0.0,0,-2732,156,2888,49,False,0,23,MID,,West Ham,01/02/17,Man City
2016-17,Jack Butland,0,0,0,0,0.0,316,230,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,6,0,0,0,0,23,0,39292,1.0,1.0,0.0,0,-662,78,740,46,True,0,23,GK,,Everton,01/02/17,Stoke
2016-17,James McCarthy,0,0,5,0,2.3,136,230,0,0,0.7,2.6,2017-02-01 20:00:00+00:00,45,14,0,0,0,0,23,0,6640,1.0,1.0,2.0,1,-4,49,53,48,False,0,23,MID,,Stoke,01/02/17,Everton
2016-17,Jarrod Bowen,0,0,0,0,0.0,516,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,11,0,0,0,0,23,0,3888,0.0,0.0,0.0,0,-20,68,88,45,False,0,23,MID,,Man United,01/02/17,Hull
2016-17,Jesse Lingard,0,0,0,0,0.0,266,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,7,0,0,0,0,23,0,16409,0.0,0.0,0.0,0,-350,344,694,56,True,0,23,MID,,Hull,01/02/17,Man United
2016-17,Joe Hart,0,0,0,0,0.0,218,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,20,0,0,0,0,23,0,46050,4.0,0.0,0.0,0,-168,14,182,53,False,0,23,GK,,West Ham,01/02/17,Man City
2016-17,Joel Robles,0,1,20,0,0.0,123,230,1,0,4.1,41.0,2017-02-01 20:00:00+00:00,90,14,0,0,0,0,23,5,29146,1.0,1.0,0.0,4,7257,8564,1307,47,False,0,23,GK,,Stoke,01/02/17,Everton
2016-17,John Stones,0,0,29,1,1.6,128,227,0,0,1.5,13.6,2017-02-01 19:45:00+00:00,90,20,0,0,0,0,23,0,640182,4.0,0.0,0.0,6,-18277,2076,20353,47,False,0,23,DEF,,West Ham,01/02/17,Man City
2016-17,Jonjoe Kenny,0,0,0,0,0.0,616,230,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,14,0,0,0,0,23,0,1257,1.0,1.0,0.0,0,31,103,72,40,False,0,23,DEF,,Stoke,01/02/17,Everton
2016-17,Josh Cullen,0,0,0,0,0.0,463,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,10,0,0,0,0,23,0,3740,4.0,0.0,0.0,0,-15,31,46,44,True,0,23,MID,,Man City,01/02/17,West Ham
2016-17,Juan Mata,0,0,0,0,12.5,256,229,0,0,5.6,6.6,2017-02-01 20:00:00+00:00,29,7,0,0,0,0,23,0,104024,0.0,0.0,37.0,1,-2463,5049,7512,72,True,0,23,MID,,Hull,01/02/17,Man United
2016-17,Kelechi Iheanacho,0,0,0,0,0.0,241,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,20,0,0,0,0,23,0,113892,4.0,0.0,0.0,0,-6162,872,7034,61,False,0,23,FWD,,West Ham,01/02/17,Man City
2016-17,Kevin De Bruyne,0,1,31,1,18.6,235,227,0,1,7.5,37.0,2017-02-01 19:45:00+00:00,66,20,0,0,0,0,23,0,313642,4.0,0.0,19.0,8,10682,17460,6778,105,False,1,23,MID,,West Ham,01/02/17,Man City
2016-17,Lee Grant,0,1,20,0,0.0,574,230,1,0,3.5,34.8,2017-02-01 20:00:00+00:00,90,6,0,0,0,0,23,5,364878,1.0,1.0,0.0,4,8028,15753,7725,44,True,0,23,GK,,Everton,01/02/17,Stoke
2016-17,Luke Shaw,0,0,0,0,0.0,247,229,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,7,0,0,0,0,23,0,302003,0.0,0.0,0.0,0,-3025,280,3305,52,True,0,23,DEF,,Hull,01/02/17,Man United
2016-17,Manuel Lanzini,0,0,1,0,4.3,462,227,4,0,1.7,2.4,2017-02-01 19:45:00+00:00,90,10,0,0,0,0,23,0,25759,4.0,0.0,10.0,1,9859,11854,1995,63,True,1,23,MID,,Man City,01/02/17,West Ham
2016-17,Marcos Rojo,0,2,29,1,1.2,248,229,0,0,4.5,23.0,2017-02-01 20:00:00+00:00,90,7,0,0,0,0,23,0,34954,0.0,0.0,21.0,8,-1433,1717,3150,52,True,0,23,DEF,,Hull,01/02/17,Man United
2016-17,Marcus Rashford,0,0,8,1,36.5,271,229,0,0,6.1,10.6,2017-02-01 20:00:00+00:00,90,7,0,0,0,0,23,0,181954,0.0,0.0,14.0,2,-1724,3386,5110,64,True,0,23,MID,,Hull,01/02/17,Man United
2016-17,Mark Noble,0,0,15,0,6.3,458,227,4,0,1.7,11.0,2017-02-01 19:45:00+00:00,90,10,0,0,0,0,23,0,56505,4.0,0.0,0.0,2,-1736,67,1803,62,True,0,23,MID,,Man City,01/02/17,West Ham
2016-17,Mason Holgate,0,0,6,0,0.4,495,230,1,0,1.1,10.2,2017-02-01 20:00:00+00:00,45,14,0,0,0,0,23,0,300077,1.0,1.0,0.0,1,52622,58602,5980,41,False,0,23,DEF,,Stoke,01/02/17,Everton
2016-17,Michail Antonio,0,0,9,0,23.4,464,227,4,0,4.4,13.4,2017-02-01 19:45:00+00:00,90,10,0,0,0,0,23,0,539154,4.0,0.0,7.0,2,36524,57088,20564,69,True,0,23,FWD,,Man City,01/02/17,West Ham
2016-17,Nicolás Otamendi,0,1,31,1,1.1,226,227,0,0,2.6,24.8,2017-02-01 19:45:00+00:00,90,20,0,0,0,0,23,0,111585,4.0,0.0,0.0,7,-1971,656,2627,59,False,0,23,DEF,,West Ham,01/02/17,Man City
2016-17,Oleksandr Zinchenko,0,0,0,0,0.0,238,227,0,0,0.0,0.0,2017-02-01 19:45:00+00:00,0,20,0,0,0,0,23,0,1008,4.0,0.0,0.0,0,1,6,5,53,False,0,23,DEF,,West Ham,01/02/17,Man City
2016-17,Paul Pogba,0,0,14,1,44.9,503,229,0,0,11.7,20.4,2017-02-01 20:00:00+00:00,90,7,0,0,0,0,23,0,479632,0.0,0.0,52.0,3,-12464,16867,29331,85,True,0,23,MID,,Hull,01/02/17,Man United
2016-17,Phil Bardsley,0,0,3,0,16.1,323,230,1,0,1.9,1.4,2017-02-01 20:00:00+00:00,90,6,0,0,0,0,23,0,4850,1.0,1.0,1.0,1,-66,59,125,43,True,1,23,DEF,,Everton,01/02/17,Stoke
2016-17,Phil Jagielka,0,0,0,0,0.0,127,230,0,0,0.0,0.0,2017-02-01 20:00:00+00:00,0,14,0,0,0,0,23,0,121740,1.0,1.0,0.0,0,-3300,548,3848,47,False,0,23,DEF,,Stoke,01/02/17,Everton
2016-17,Phil Jones,0,0,20,0,0.9,245,229,0,0,1.8,17.0,2017-02-01 20:00:00+00:00,54,7,0,0,0,0,23,0,186338,0.0,0.0,0.0,1,10233,15287,5054,50,True,0,23,DEF,,Hull,01/02/17,Man United
2016-17,Raheem Sterling,2,0,23,1,15.8,228,227,0,0,4.1,10.6,2017-02-01 19:45:00+00:00,72,20,0,0,0,0,23,0,414944,4.0,0.0,15.0,8,10651,29667,19016,77,False,1,23,MID,,West Ham,01/02/17,Man City
