season_x,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,team_x,opp_team_name,Date,team
2016-17,Jordan Ayew,0,0,3,0,1.3,642,266,0,0,1.6,6.0,2017-03-04 15:00:00+00:00,18,3,0,0,0,0,27,0,3403,2.0,3.0,9.0,1,602,1086,484,50,True,0,27,FWD,,Burnley,04/03/17,Swansea
2016-17,Jordan Henderson,0,0,0,0,0.0,201,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,1,0,0,0,0,27,0,53474,1.0,3.0,0.0,0,-3578,314,3892,63,True,0,27,MID,,Arsenal,04/03/17,Liverpool
2016-17,Joseph Gomez,0,0,0,0,0.0,195,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,1,0,0,0,0,27,0,1850,1.0,3.0,0.0,0,-7,19,26,48,True,0,27,DEF,,Arsenal,04/03/17,Liverpool
2016-17,Joshua King,0,2,32,0,2.6,48,263,1,1,8.8,48.2,2017-03-04 12:30:00+00:00,87,11,0,0,0,0,27,0,108702,1.0,1.0,37.0,9,34170,38788,4618,54,False,0,27,FWD,,Man United,04/03/17,Bournemouth
2016-17,Juan Mata,0,0,12,0,51.8,256,263,1,0,7.0,7.8,2017-03-04 12:30:00+00:00,90,2,0,0,0,0,27,0,146826,1.0,1.0,10.0,2,28238,32478,4240,72,True,0,27,MID,,Bournemouth,04/03/17,Man United
2016-17,Junior Stanislas,0,0,0,0,0.0,42,263,0,0,0.0,0.0,2017-03-04 12:30:00+00:00,0,11,0,0,0,0,27,0,92831,1.0,1.0,0.0,0,-20458,1317,21775,50,False,0,27,MID,,Man United,04/03/17,Bournemouth
2016-17,Kamil Grosicki,1,0,11,0,44.9,647,261,3,0,6.5,3.6,2017-03-04 15:00:00+00:00,90,8,0,0,0,0,27,0,7544,1.0,3.0,16.0,5,1239,1564,325,55,False,0,27,MID,,Leicester,04/03/17,Hull
2016-17,Kasper Schmeichel,0,0,13,0,0.0,165,261,1,0,2.2,22.0,2017-03-04 15:00:00+00:00,90,7,0,0,0,0,27,3,236069,1.0,3.0,0.0,3,342,1731,1389,49,True,0,27,GK,,Hull,04/03/17,Leicester
2016-17,Kevin Long,0,0,0,0,0.0,594,266,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,16,0,0,0,0,27,0,4972,2.0,3.0,0.0,0,-86,37,123,40,False,0,27,DEF,,Swansea,04/03/17,Burnley
2016-17,Kieran Gibbs,0,0,0,0,0.0,7,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,9,0,0,0,0,27,0,20610,1.0,3.0,0.0,0,40,153,113,47,False,0,27,DEF,,Liverpool,04/03/17,Arsenal
2016-17,Lee Grant,0,1,25,1,0.0,574,264,0,0,2.0,20.2,2017-03-04 15:00:00+00:00,90,12,0,0,0,0,27,2,393121,0.0,2.0,0.0,7,14155,19512,5357,44,True,0,27,GK,,Middlesbrough,04/03/17,Stoke
2016-17,Lewis Cook,0,0,0,0,0.0,47,263,0,0,0.0,0.0,2017-03-04 12:30:00+00:00,0,11,0,0,0,0,27,0,33417,1.0,1.0,0.0,0,274,947,673,42,False,0,27,MID,,Man United,04/03/17,Bournemouth
2016-17,Loris Karius,0,0,0,0,0.0,189,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,1,0,0,0,0,27,0,31782,1.0,3.0,0.0,0,-505,64,569,44,True,0,27,GK,,Arsenal,04/03/17,Liverpool
2016-17,Luka Milivojevic,0,0,11,1,16.8,646,269,0,0,2.9,10.6,2017-03-04 15:00:00+00:00,90,19,0,0,0,0,27,0,463,2.0,0.0,2.0,3,83,113,30,50,False,0,27,MID,,West Brom,04/03/17,Crystal Palace
2016-17,Lukasz Fabianski,0,0,12,0,0.0,356,266,2,0,1.4,13.8,2017-03-04 15:00:00+00:00,90,3,0,0,0,0,27,2,151078,2.0,3.0,0.0,1,427,1973,1546,48,True,0,27,GK,,Burnley,04/03/17,Swansea
2016-17,Luke Shaw,0,0,21,0,28.4,247,263,1,0,4.8,19.4,2017-03-04 12:30:00+00:00,69,2,0,0,0,0,27,0,294545,1.0,1.0,0.0,2,-1137,239,1376,52,True,0,27,DEF,,Bournemouth,04/03/17,Man United
2016-17,Lys Mousset,0,0,0,0,0.0,53,263,0,0,0.0,0.0,2017-03-04 12:30:00+00:00,0,11,0,0,0,0,27,0,2537,1.0,1.0,0.0,0,-5,28,33,51,False,0,27,FWD,,Man United,04/03/17,Bournemouth
2016-17,Mamadou Sakho,0,3,28,1,1.0,190,269,0,0,3.1,27.8,2017-03-04 15:00:00+00:00,90,19,0,0,0,0,27,0,10852,2.0,0.0,2.0,9,1464,1648,184,47,False,0,27,DEF,,West Brom,04/03/17,Crystal Palace
2016-17,Marc Albrighton,0,0,5,0,43.3,177,261,1,0,9.3,7.4,2017-03-04 15:00:00+00:00,90,7,0,0,0,0,27,0,32601,1.0,3.0,42.0,2,3002,3432,430,49,True,0,27,MID,,Hull,04/03/17,Leicester
2016-17,Marcos Rojo,0,0,29,0,6.5,248,263,1,1,11.1,55.4,2017-03-04 12:30:00+00:00,90,2,0,0,0,0,27,0,33852,1.0,1.0,49.0,8,-100,906,1006,52,True,0,27,DEF,,Bournemouth,04/03/17,Man United
2016-17,Marcus Rashford,0,0,0,0,0.7,271,263,0,0,1.3,0.2,2017-03-04 12:30:00+00:00,21,2,0,0,0,0,27,0,177866,1.0,1.0,12.0,0,-630,2265,2895,64,True,1,27,MID,,Bournemouth,04/03/17,Man United
2016-17,Martin Kelly,0,0,0,0,0.0,106,269,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,19,0,0,0,0,27,0,20419,2.0,0.0,0.0,0,-572,250,822,42,False,0,27,DEF,,West Brom,04/03/17,Crystal Palace
2016-17,Matej Vydra,0,0,0,0,0.0,483,268,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,13,0,0,0,0,27,0,13275,4.0,3.0,0.0,0,-58,8,66,45,True,0,27,FWD,,Southampton,04/03/17,Watford
2016-17,Matt Phillips,0,0,0,0,0.0,446,269,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,5,0,0,0,0,27,0,655382,2.0,0.0,0.0,0,-204307,4964,209271,57,True,0,27,MID,,Crystal Palace,04/03/17,West Brom
2016-17,Matt Targett,0,0,0,0,0.0,299,268,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,18,0,0,0,0,27,0,10799,4.0,3.0,0.0,0,-70,23,93,41,False,0,27,DEF,,Watford,04/03/17,Southampton
2016-17,Matthew Lowton,0,0,14,0,15.1,55,266,3,0,4.0,24.6,2017-03-04 15:00:00+00:00,90,16,0,0,0,0,27,0,26027,2.0,3.0,0.0,1,-198,466,664,45,False,0,27,DEF,,Swansea,04/03/17,Burnley
2016-17,Mesut Özil,0,0,0,0,0.0,14,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,9,0,0,0,0,27,0,261746,1.0,3.0,0.0,0,-11396,701,12097,94,False,0,27,MID,,Liverpool,04/03/17,Arsenal
2016-17,Michael Keane,0,0,15,0,0.2,58,266,3,0,2.8,25.8,2017-03-04 15:00:00+00:00,90,16,0,0,0,0,27,0,131134,2.0,3.0,2.0,1,3856,6059,2203,50,False,0,27,DEF,,Swansea,04/03/17,Burnley
2016-17,Mohamed Elneny,0,0,0,0,0.0,22,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,9,0,0,0,0,27,0,19132,1.0,3.0,0.0,0,-151,91,242,45,False,0,27,MID,,Liverpool,04/03/17,Arsenal
2016-17,Nampalys Mendy,0,0,0,0,0.0,183,261,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,7,0,0,0,0,27,0,13032,1.0,3.0,0.0,0,-48,49,97,44,True,0,27,MID,,Hull,04/03/17,Leicester
2016-17,Nathan Redmond,0,2,53,0,59.3,304,268,3,2,19.5,91.0,2017-03-04 15:00:00+00:00,90,18,0,0,0,0,27,0,195103,4.0,3.0,45.0,14,3240,7596,4356,58,False,0,27,MID,,Watford,04/03/17,Southampton
2016-17,Nathaniel Clyne,0,0,17,0,13.5,193,262,1,0,2.9,13.2,2017-03-04 17:30:00+00:00,90,1,0,0,0,0,27,0,398879,1.0,3.0,2.0,2,-7599,3234,10833,58,True,0,27,DEF,,Arsenal,04/03/17,Liverpool
2016-17,Neil Taylor,0,0,0,0,0.0,360,266,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,3,0,0,0,0,27,0,9298,2.0,3.0,0.0,0,-653,46,699,41,True,0,27,DEF,,Burnley,04/03/17,Swansea
2016-17,Nick Pope,0,0,0,0,0.0,471,266,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,16,0,0,0,0,27,0,99774,2.0,3.0,0.0,0,61,1674,1613,39,False,0,27,GK,,Swansea,04/03/17,Burnley
2016-17,Odion Ighalo,0,0,0,0,0.0,426,268,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,13,0,0,0,0,27,0,112455,4.0,3.0,0.0,0,-747,32,779,68,True,0,27,FWD,,Southampton,04/03/17,Watford
2016-17,Oliver McBurnie,0,0,0,0,0.0,546,266,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,3,0,0,0,0,27,0,3572,2.0,3.0,0.0,0,65,134,69,45,True,0,27,FWD,,Burnley,04/03/17,Swansea
2016-17,Olivier Giroud,0,0,5,0,3.4,25,262,2,0,3.7,12.8,2017-03-04 17:30:00+00:00,73,9,0,0,0,0,27,0,129703,1.0,3.0,21.0,2,-17503,3090,20593,82,False,0,27,FWD,,Liverpool,04/03/17,Arsenal
2016-17,Oriol Romeu Vidal,0,0,14,0,2.3,310,268,3,0,2.1,17.2,2017-03-04 15:00:00+00:00,90,18,0,0,0,0,27,0,16901,4.0,3.0,1.0,2,636,1275,639,45,False,0,27,MID,,Watford,04/03/17,Southampton
2016-17,Patrick Bamford,0,0,0,0,0.0,553,264,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,14,0,0,0,0,27,0,3129,0.0,2.0,0.0,0,-260,72,332,49,False,0,27,FWD,,Stoke,04/03/17,Middlesbrough
2016-17,Patrick van Aanholt,0,0,23,1,20.0,344,269,0,0,3.7,16.2,2017-03-04 15:00:00+00:00,61,19,0,0,0,0,27,0,230648,2.0,0.0,1.0,6,15650,20461,4811,51,False,0,27,DEF,,West Brom,04/03/17,Crystal Palace
2016-17,Paul Pogba,0,0,18,0,60.1,503,263,1,0,12.8,27.2,2017-03-04 12:30:00+00:00,90,2,0,0,0,0,27,0,390975,1.0,1.0,41.0,2,1321,10649,9328,83,True,0,27,MID,,Bournemouth,04/03/17,Man United
2016-17,Paulo Gazzaniga,0,0,0,0,0.0,295,268,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,18,0,0,0,0,27,0,320,4.0,3.0,0.0,0,-1,1,2,45,False,0,27,GK,,Watford,04/03/17,Southampton
2016-17,Phil Bardsley,0,0,0,0,0.0,323,264,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,12,0,0,0,0,27,0,5919,0.0,2.0,0.0,0,912,1019,107,43,True,0,27,DEF,,Middlesbrough,04/03/17,Stoke
2016-17,Phil Jones,0,0,15,0,1.7,245,263,1,0,1.0,3.8,2017-03-04 12:30:00+00:00,90,2,0,0,0,0,27,0,60198,1.0,1.0,4.0,2,-8821,273,9094,47,True,0,27,DEF,,Bournemouth,04/03/17,Man United
2016-17,Pierre-Emile Højbjerg,0,0,0,0,0.0,312,268,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,18,0,0,0,0,27,0,88225,4.0,3.0,0.0,0,3317,6426,3109,42,False,0,27,MID,,Watford,04/03/17,Southampton
2016-17,Rekeem Harper,0,0,0,0,0.0,614,269,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,5,0,0,0,0,27,0,220,2.0,0.0,0.0,0,7,14,7,45,True,0,27,MID,,Crystal Palace,04/03/17,West Brom
2016-17,Riyad Mahrez,0,3,38,0,17.3,176,261,1,1,10.2,47.4,2017-03-04 15:00:00+00:00,82,7,0,0,0,0,27,0,353919,1.0,3.0,37.0,10,545,1985,1440,89,True,0,27,MID,,Hull,04/03/17,Leicester
2016-17,Rob Holding,0,0,0,0,0.0,484,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,0,9,0,0,0,0,27,0,24312,1.0,3.0,0.0,0,-88,234,322,40,False,0,27,DEF,,Liverpool,04/03/17,Arsenal
2016-17,Robbie Brady,1,0,19,0,8.8,640,266,1,0,1.1,2.2,2017-03-04 15:00:00+00:00,65,16,0,0,0,0,27,0,21624,2.0,3.0,0.0,5,10571,11389,818,55,False,0,27,MID,,Swansea,04/03/17,Burnley
2016-17,Roberto Firmino,1,2,38,0,40.8,209,262,1,1,18.3,58.2,2017-03-04 17:30:00+00:00,90,1,0,0,0,0,27,0,436550,1.0,3.0,84.0,12,-43806,7511,51317,84,True,0,27,FWD,,Arsenal,04/03/17,Liverpool
2016-17,Ryan Bertrand,0,0,18,0,11.8,296,268,3,0,2.4,11.8,2017-03-04 15:00:00+00:00,90,18,0,0,0,0,27,0,85000,4.0,3.0,0.0,1,8019,10233,2214,54,False,0,27,DEF,,Watford,04/03/17,Southampton
2016-17,Ryan Fraser,0,0,8,0,15.8,536,263,1,0,3.0,11.8,2017-03-04 12:30:00+00:00,90,11,0,0,0,0,27,0,82136,1.0,1.0,2.0,2,5047,8230,3183,48,False,0,27,MID,,Man United,04/03/17,Bournemouth
2016-17,Sadio Mané,1,3,41,0,30.2,212,262,1,1,10.8,53.4,2017-03-04 17:30:00+00:00,90,1,0,0,0,0,27,0,724769,1.0,3.0,24.0,13,-51752,33191,84943,94,True,0,27,MID,,Arsenal,04/03/17,Liverpool
2016-17,Salomón Rondón,0,0,1,0,4.1,449,269,2,0,1.1,2.6,2017-03-04 15:00:00+00:00,90,5,0,0,0,0,27,0,290860,2.0,0.0,4.0,2,-28249,8123,36372,67,True,0,27,FWD,,Crystal Palace,04/03/17,West Brom
2016-17,Sam Field,0,0,0,0,0.0,511,269,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,5,0,0,0,0,27,0,603,2.0,0.0,0.0,0,-1,7,8,44,True,0,27,MID,,Crystal Palace,04/03/17,West Brom
2016-17,Scott Dann,0,0,4,0,0.0,104,269,0,0,0.5,5.2,2017-03-04 15:00:00+00:00,17,19,0,0,0,0,27,0,113702,2.0,0.0,0.0,1,-1921,230,2151,52,False,0,27,DEF,,West Brom,04/03/17,Crystal Palace
2016-17,Sergio Romero,0,0,0,0,0.0,243,263,0,0,0.0,0.0,2017-03-04 12:30:00+00:00,0,2,0,0,0,0,27,0,5611,1.0,1.0,0.0,0,-33,11,44,47,True,0,27,GK,,Bournemouth,04/03/17,Man United
2016-17,Shane Long,0,0,3,0,11.4,313,268,1,0,1.7,4.0,2017-03-04 15:00:00+00:00,6,18,0,0,0,0,27,0,137821,4.0,3.0,2.0,1,-1343,2058,3401,61,False,0,27,FWD,,Watford,04/03/17,Southampton
2016-17,Shkodran Mustafi,0,0,15,0,0.4,555,262,3,0,2.8,23.2,2017-03-04 17:30:00+00:00,90,9,0,0,0,0,27,0,58100,1.0,3.0,4.0,1,-1503,943,2446,58,False,0,27,DEF,,Liverpool,04/03/17,Arsenal
2016-17,Sofiane Boufal,1,0,13,0,1.3,551,268,2,0,1.8,5.6,2017-03-04 15:00:00+00:00,13,18,0,0,0,0,27,0,2342,4.0,3.0,11.0,4,-2,56,58,67,False,0,27,MID,,Watford,04/03/17,Southampton
2016-17,Steve Cook,0,0,15,0,0.5,32,263,1,0,4.6,45.0,2017-03-04 12:30:00+00:00,90,11,0,0,0,0,27,0,105475,1.0,1.0,0.0,2,-2824,2045,4869,48,False,0,27,DEF,,Man United,04/03/17,Bournemouth
2016-17,Theo Walcott,0,0,2,0,0.3,13,262,1,0,0.1,0.4,2017-03-04 17:30:00+00:00,17,9,0,0,0,0,27,0,184692,1.0,3.0,0.0,1,-5714,3460,9174,73,False,0,27,MID,,Liverpool,04/03/17,Arsenal
2016-17,Timothy Fosu-Mensah,0,0,0,0,0.0,253,263,0,0,0.0,0.0,2017-03-04 12:30:00+00:00,0,2,0,0,0,0,27,0,6477,1.0,1.0,0.0,0,-68,33,101,41,True,0,27,DEF,,Bournemouth,04/03/17,Man United
2016-17,Tom Cleverley,0,0,15,0,25.9,135,268,4,0,4.3,16.6,2017-03-04 15:00:00+00:00,90,13,0,0,0,0,27,0,7674,4.0,3.0,0.0,2,-311,136,447,51,True,0,27,MID,,Southampton,04/03/17,Watford
2016-17,Tom Heaton,0,0,0,0,0.0,54,266,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,16,0,0,0,0,27,0,857015,2.0,3.0,0.0,0,-1425,9178,10603,51,False,0,27,GK,,Swansea,04/03/17,Burnley
2016-17,Trent Alexander-Arnold,0,0,3,0,0.0,523,262,0,0,0.0,0.0,2017-03-04 17:30:00+00:00,1,1,0,0,0,0,27,0,1874,1.0,3.0,0.0,1,-17,31,48,43,True,0,27,DEF,,Arsenal,04/03/17,Liverpool
2016-17,Troy Deeney,0,0,26,0,12.8,425,268,4,1,10.2,35.6,2017-03-04 15:00:00+00:00,90,13,0,0,0,0,27,0,274686,4.0,3.0,54.0,5,12734,31072,18338,68,True,1,27,FWD,,Southampton,04/03/17,Watford
2016-17,Tyrone Mings,0,0,13,0,0.1,35,263,1,0,3.1,31.0,2017-03-04 12:30:00+00:00,77,11,0,0,0,0,27,0,2339,1.0,1.0,0.0,2,66,119,53,45,False,0,27,DEF,,Man United,04/03/17,Bournemouth
2016-17,Virgil van Dijk,0,0,0,0,0.0,303,268,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,18,0,0,0,0,27,0,267835,4.0,3.0,0.0,0,-10159,325,10484,56,False,0,27,DEF,,Watford,04/03/17,Southampton
2016-17,Wayne Hennessey,0,0,22,1,0.0,100,269,0,0,0.6,5.6,2017-03-04 15:00:00+00:00,90,19,0,0,0,0,27,1,105269,2.0,0.0,0.0,6,372,2105,1733,43,False,0,27,GK,,West Brom,04/03/17,Crystal Palace
2016-17,Wes Morgan,0,0,6,0,10.6,167,261,1,0,3.4,12.4,2017-03-04 15:00:00+00:00,90,7,0,0,0,0,27,0,539939,1.0,3.0,11.0,2,-2867,4574,7441,47,True,0,27,DEF,,Hull,04/03/17,Leicester
2016-17,Wilfred Ndidi,1,0,22,0,2.2,628,261,1,0,5.8,14.2,2017-03-04 15:00:00+00:00,90,7,0,0,0,0,27,0,1493,1.0,3.0,42.0,5,329,420,91,49,True,0,27,MID,,Hull,04/03/17,Leicester
2016-17,Wilfried Zaha,0,0,26,1,3.3,111,269,0,1,6.2,37.8,2017-03-04 15:00:00+00:00,85,19,0,0,0,0,27,0,241435,2.0,0.0,21.0,8,-9385,15228,24613,56,False,0,27,MID,,West Brom,04/03/17,Crystal Palace
2016-17,Xherdan Shaqiri,0,0,0,0,0.0,333,264,0,0,0.0,0.0,2017-03-04 15:00:00+00:00,0,12,0,0,0,0,27,0,127180,0.0,2.0,0.0,0,-1231,518,1749,60,True,0,27,MID,,Middlesbrough,04/03/17,Stoke
2016-17,Aaron Lennon,0,0,0,0,0.0,142,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,11,0,0,0,0,31,0,8605,1.0,1.0,0.0,0,-74,12,86,55,False,0,31,MID,,Man United,04/04/17,Everton
2016-17,Abdoulaye Doucouré,0,0,16,1,12.1,482,307,0,0,2.4,11.8,2017-04-04 18:45:00+00:00,90,19,0,0,0,0,31,0,969,0.0,2.0,0.0,3,75,106,31,46,True,0,31,MID,,West Brom,04/04/17,Watford
2016-17,Ademola Lookman,0,0,0,0,0.0,627,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,11,0,0,0,0,31,0,3017,1.0,1.0,0.0,0,-346,14,360,53,False,0,31,MID,,Man United,04/04/17,Everton
2016-17,Andre Gray,0,0,3,1,2.8,68,302,0,0,2.5,0.2,2017-04-04 18:45:00+00:00,77,14,0,0,0,0,31,0,234328,0.0,1.0,22.0,2,9869,17702,7833,61,True,0,31,FWD,,Stoke,04/04/17,Burnley
2016-17,Andreas Pereira,0,0,0,0,0.0,263,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,6,0,0,0,0,31,0,1926,1.0,1.0,0.0,0,-2,5,7,44,True,0,31,MID,,Everton,04/04/17,Man United
2016-17,Anthony Martial,0,0,0,0,0.0,267,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,6,0,0,0,0,31,0,109205,1.0,1.0,0.0,0,-17,897,914,92,True,0,31,FWD,,Everton,04/04/17,Man United
2016-17,Ashley Barnes,0,0,0,0,0.1,70,302,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,13,14,0,0,0,0,31,0,166026,0.0,1.0,4.0,1,17954,22803,4849,45,True,0,31,FWD,,Stoke,04/04/17,Burnley
2016-17,Ashley Westwood,0,0,0,0,0.0,641,302,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,0,14,0,0,0,0,31,0,178,0.0,1.0,0.0,0,-11,7,18,45,True,0,31,MID,,Stoke,04/04/17,Burnley
2016-17,Ashley Young,0,0,13,0,12.2,260,305,1,0,2.6,12.2,2017-04-04 19:00:00+00:00,64,6,0,0,0,0,31,0,3716,1.0,1.0,2.0,1,233,310,77,51,True,1,31,DEF,,Everton,04/04/17,Man United
2016-17,Axel Tuanzebe,0,0,0,0,0.0,656,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,6,0,0,0,0,31,0,26,1.0,1.0,0.0,0,23,26,3,40,True,0,31,DEF,,Everton,04/04/17,Man United
2016-17,Ben Foster,0,0,8,0,0.0,430,307,2,0,0.2,1.6,2017-04-04 18:45:00+00:00,90,18,0,0,0,0,31,0,645995,0.0,2.0,0.0,1,-1166,2532,3698,47,False,0,31,GK,,Watford,04/04/17,West Brom
2016-17,Ben Mee,0,2,30,1,0.3,56,302,0,0,6.3,37.8,2017-04-04 18:45:00+00:00,90,14,0,0,0,0,31,0,162330,0.0,1.0,25.0,8,637,2817,2180,47,True,0,31,DEF,,Stoke,04/04/17,Burnley
2016-17,Benjamin Chilwell,0,0,0,0,0.0,496,304,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,0,15,0,0,0,0,31,0,6370,0.0,2.0,0.0,0,-12,55,67,43,True,0,31,DEF,,Sunderland,04/04/17,Leicester
2016-17,Chris Smalling,0,0,0,0,0.0,244,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,6,0,0,0,0,31,0,49642,1.0,1.0,0.0,0,-1417,69,1486,58,True,0,31,DEF,,Everton,04/04/17,Man United
2016-17,Christian Fuchs,0,1,29,1,32.1,168,304,0,0,5.3,20.6,2017-04-04 18:45:00+00:00,90,15,0,0,0,0,31,0,243562,0.0,2.0,0.0,7,10832,11989,1157,52,True,0,31,DEF,,Sunderland,04/04/17,Leicester
2016-17,Christian Kabasele,0,0,0,0,0.0,414,307,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,0,19,0,0,0,0,31,0,2203,0.0,2.0,0.0,0,-12,6,18,48,True,0,31,DEF,,West Brom,04/04/17,Watford
2016-17,Craig Cathcart,0,1,31,1,5.3,408,307,0,0,3.1,25.6,2017-04-04 18:45:00+00:00,90,19,0,0,0,0,31,0,8725,0.0,2.0,0.0,7,817,876,59,43,True,0,31,DEF,,West Brom,04/04/17,Watford
2016-17,Craig Dawson,0,0,21,0,11.3,433,307,2,0,3.9,15.2,2017-04-04 18:45:00+00:00,90,18,0,0,0,0,31,0,93509,0.0,2.0,12.0,1,10775,11454,679,48,False,0,31,DEF,,Watford,04/04/17,West Brom
2016-17,Daniel Amartey,0,0,0,0,0.0,182,304,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,0,15,0,0,0,0,31,0,8122,0.0,2.0,0.0,0,-44,84,128,44,True,0,31,DEF,,Sunderland,04/04/17,Leicester
2016-17,David de Gea,0,0,14,0,0.0,242,305,1,0,2.3,23.2,2017-04-04 19:00:00+00:00,90,6,0,0,0,0,31,3,1511528,1.0,1.0,0.0,3,-804,5465,6269,54,True,0,31,GK,,Everton,04/04/17,Man United
2016-17,Demarai Gray,0,0,3,1,15.4,181,304,0,0,3.1,1.6,2017-04-04 18:45:00+00:00,61,15,0,0,0,0,31,0,25285,0.0,2.0,14.0,3,1388,1603,215,48,True,0,31,MID,,Sunderland,04/04/17,Leicester
2016-17,Dion Pereira,0,0,0,0,0.0,659,307,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,0,19,0,0,0,0,31,0,0,0.0,2.0,0.0,0,0,0,0,45,True,0,31,MID,,West Brom,04/04/17,Watford
2016-17,Dominic Calvert-Lewin,0,0,-1,0,0.3,595,305,1,0,0.2,1.2,2017-04-04 19:00:00+00:00,11,11,0,0,0,0,31,0,2925,1.0,1.0,0.0,1,950,1087,137,45,False,0,31,FWD,,Man United,04/04/17,Everton
2016-17,Eric Bailly,0,2,25,0,0.6,255,305,1,0,3.6,35.4,2017-04-04 19:00:00+00:00,90,6,0,0,0,0,31,0,279104,1.0,1.0,0.0,4,4913,5605,692,53,True,0,31,DEF,,Everton,04/04/17,Man United
2016-17,Erik Pieters,0,0,8,0,2.7,321,302,1,0,1.2,7.6,2017-04-04 18:45:00+00:00,90,3,0,0,0,0,31,0,380028,0.0,1.0,2.0,2,1230,7071,5841,47,False,0,31,DEF,,Burnley,04/04/17,Stoke
2016-17,Hal Robson-Kanu,0,0,1,0,26.4,571,307,2,0,6.8,6.6,2017-04-04 18:45:00+00:00,90,18,0,0,0,0,31,0,15663,0.0,2.0,35.0,1,1983,2449,466,50,False,1,31,FWD,,Watford,04/04/17,West Brom
2016-17,Idrissa Gueye,0,0,13,0,2.3,488,305,1,0,1.1,8.4,2017-04-04 19:00:00+00:00,90,11,0,0,0,0,31,0,23239,1.0,1.0,0.0,1,-594,353,947,50,False,1,31,MID,,Man United,04/04/17,Everton
2016-17,Islam Slimani,0,2,33,0,44.0,567,304,0,1,13.4,42.8,2017-04-04 18:45:00+00:00,29,15,0,0,0,0,31,0,26791,0.0,2.0,47.0,7,257,509,252,82,True,0,31,FWD,,Sunderland,04/04/17,Leicester
2016-17,Jack Butland,0,0,0,0,0.0,316,302,0,0,0.0,0.0,2017-04-04 18:45:00+00:00,0,3,0,0,0,0,31,0,36485,0.0,1.0,0.0,0,-107,33,140,45,False,0,31,GK,,Burnley,04/04/17,Stoke
2016-17,Jake Livermore,0,0,2,0,1.3,157,307,2,0,0.2,0.2,2017-04-04 18:45:00+00:00,60,18,0,0,0,0,31,0,6045,0.0,2.0,0.0,1,28,121,93,48,False,1,31,MID,,Watford,04/04/17,West Brom
2016-17,James McCarthy,0,0,0,0,0.0,136,305,0,0,0.0,0.0,2017-04-04 19:00:00+00:00,0,11,0,0,0,0,31,0,7502,1.0,1.0,0.0,0,-145,2,147,47,False,0,31,MID,,Man United,04/04/17,Everton
2016-17,James Tarkowski,0,0,3,0,0.0,59,302,0,0,0.1,1.0,2017-04-04 18:45:00+00:00,6,14,0,0,0,0,31,0,79881,0.0,1.0,0.0,1,-684,112,796,40,True,0,31,DEF,,Stoke,04/04/17,Burnley
2016-17,Jamie Vardy,0,3,34,1,5.8,184,304,0,1,9.4,42.2,2017-04-04 18:45:00+00:00,90,15,0,0,0,0,31,0,763718,0.0,2.0,46.0,9,158393,161842,3449,100,True,0,31,FWD,,Sunderland,04/04/17,Leicester
