season_x,team,kickoff_time,rolling_avg_influence,rolling_avg_ict_index
2016-17,everton,2016-09-12 19:00:00+00:00,11.69090909090909,3.166666666666666
2016-17,everton,2016-09-17 16:30:00+00:00,14.157575757575758,3.436363636363636
2016-17,everton,2016-09-24 14:00:00+00:00,13.666666666666664,3.242424242424242
2016-17,everton,2016-09-30 19:00:00+00:00,11.103030303030302,3.0575757575757576
2016-17,everton,2016-10-15 14:00:00+00:00,8.6,2.303030303030303
2016-17,everton,2016-10-22 14:00:00+00:00,9.321212121212122,2.4393939393939394
2016-17,everton,2016-10-30 13:30:00+00:00,10.355555555555556,2.525
2016-17,everton,2016-11-05 17:30:00+00:00,9.883333333333335,2.513888888888889
2016-17,everton,2016-11-19 15:00:00+00:00,9.872222222222222,2.4583333333333335
2016-17,everton,2016-11-27 16:30:00+00:00,6.449999999999999,1.6833333333333333
2016-17,everton,2016-12-04 16:00:00+00:00,5.855555555555555,1.7194444444444443
2016-17,everton,2016-12-10 12:30:00+00:00,6.483333333333332,1.6861111111111111
2016-17,everton,2016-12-13 19:45:00+00:00,8.572222222222221,2.2777777777777777
2016-17,everton,2016-12-19 20:00:00+00:00,7.892307692307692,2.066666666666667
2016-17,everton,2016-12-26 15:00:00+00:00,8.04102564102564,2.0589743589743588
2016-17,everton,2016-12-30 20:00:00+00:00,8.517948717948718,2.1025641025641026
2016-17,everton,2017-01-02 15:00:00+00:00,10.974358974358974,2.8589743589743586
2016-17,everton,2017-01-15 13:30:00+00:00,15.307692307692308,3.371794871794872
2016-17,everton,2017-01-21 15:00:00+00:00,13.853846153846153,3.128205128205128
2016-17,everton,2017-02-01 20:00:00+00:00,11.707692307692307,2.5743589743589745
2016-17,everton,2017-02-04 15:00:00+00:00,15.046153846153846,3.4538461538461545
2016-17,everton,2017-02-11 15:00:00+00:00,13.887179487179488,3.2487179487179483
2016-17,everton,2017-02-25 15:00:00+00:00,15.887179487179488,3.8564102564102565
2016-17,everton,2017-03-05 13:30:00+00:00,10.364102564102565,2.7666666666666666
2016-17,everton,2017-03-11 15:00:00+00:00,11.338461538461539,2.9256410256410255
2016-17,everton,2017-03-18 15:00:00+00:00,12.446153846153845,2.9153846153846152
2016-17,everton,2017-04-01 11:30:00+00:00,11.235897435897435,2.758974358974359
2016-17,everton,2017-04-04 19:00:00+00:00,10.96923076923077,2.5205128205128204
2016-17,everton,2017-04-09 15:00:00+00:00,12.466666666666667,2.8820512820512816
2016-17,everton,2017-04-15 14:00:00+00:00,15.261538461538462,3.7615384615384615
2016-17,everton,2017-04-22 14:00:00+00:00,14.153846153846153,3.3974358974358974
2016-17,everton,2017-04-30 13:05:00+00:00,9.174358974358974,2.4410256410256412
2016-17,everton,2017-05-06 16:30:00+00:00,5.815384615384615,1.5333333333333334
2016-17,everton,2017-05-12 18:45:00+00:00,8.25128205128205,2.2179487179487176
2016-17,everton,2017-05-21 14:00:00+00:00,10.020512820512819,2.787179487179487
2016-17,hull,2016-08-13 11:30:00+00:00,18.666666666666668,3.1166666666666667
2016-17,hull,2016-08-20 14:00:00+00:00,16.150000000000002,3.158333333333333
2016-17,hull,2016-08-27 16:30:00+00:00,16.122222222222224,2.7111111111111117
2016-17,hull,2016-09-10 14:00:00+00:00,15.71111111111111,2.738888888888889
2016-17,hull,2016-09-17 14:00:00+00:00,18.955555555555556,2.9500000000000006
2016-17,hull,2016-09-24 14:00:00+00:00,17.633333333333333,2.8944444444444444
2016-17,hull,2016-10-01 14:00:00+00:00,14.199999999999998,2.2444444444444445
2016-17,hull,2016-10-15 14:00:00+00:00,10.866666666666667,1.9277777777777778
2016-17,hull,2016-10-22 14:00:00+00:00,7.922222222222222,1.6722222222222225
2016-17,hull,2016-10-29 14:00:00+00:00,7.1000000000000005,1.4611111111111112
2016-17,hull,2016-11-06 14:15:00+00:00,6.366666666666667,1.211111111111111
2016-17,hull,2016-11-19 15:00:00+00:00,7.044444444444444,1.7
2016-17,hull,2016-11-26 15:00:00+00:00,6.800000000000001,2.055555555555556
2016-17,hull,2016-12-05 20:00:00+00:00,4.866666666666667,1.7555555555555555
2016-17,hull,2016-12-10 15:00:00+00:00,10.71111111111111,2.8722222222222222
2016-17,hull,2016-12-14 20:00:00+00:00,12.988888888888889,3.555555555555556
2016-17,hull,2016-12-17 15:00:00+00:00,14.588888888888889,4.727777777777778
2016-17,hull,2016-12-26 17:15:00+00:00,9.155555555555557,3.533333333333333
2016-17,hull,2016-12-30 20:00:00+00:00,10.666666666666666,3.4500000000000006
2016-17,hull,2017-01-02 15:00:00+00:00,12.666666666666666,3.366666666666666
2016-17,hull,2017-01-14 15:00:00+00:00,15.622222222222222,3.7999999999999994
2016-17,hull,2017-01-22 16:30:00+00:00,15.333333333333334,3.6399999999999997
2016-17,hull,2017-02-01 20:00:00+00:00,18.75,2.916666666666667
2016-17,hull,2017-02-04 15:00:00+00:00,18.32,2.8733333333333335
2016-17,hull,2017-02-11 12:30:00+00:00,18.726666666666667,3.1033333333333335
2016-17,hull,2017-02-25 15:00:00+00:00,17.37333333333333,3.3866666666666667
2016-17,hull,2017-03-04 15:00:00+00:00,15.653333333333332,3.793333333333334
2016-17,hull,2017-03-11 15:00:00+00:00,14.386666666666667,3.9266666666666667
2016-17,hull,2017-03-18 15:00:00+00:00,13.053333333333333,3.14
2016-17,hull,2017-04-01 14:00:00+00:00,15.24,2.96
2016-17,hull,2017-04-05 18:45:00+00:00,19.493333333333332,3.46
2016-17,hull,2017-04-08 14:00:00+00:00,19.279999999999998,3.586666666666667
2016-17,hull,2017-04-15 14:00:00+00:00,17.84,4.066666666666666
2016-17,hull,2017-04-22 14:00:00+00:00,14.040000000000001,3.0133333333333336
2016-17,hull,2017-04-29 14:00:00+00:00,14.653333333333336,3.22
2016-17,hull,2017-05-06 14:00:00+00:00,12.813333333333336,2.6533333333333333
2016-17,hull,2017-05-14 11:00:00+00:00,9.613333333333333,2.6333333333333337
2016-17,hull,2017-05-21 14:00:00+00:00,5.786666666666667,2.106666666666667
2016-17,leicester,2016-08-13 11:30:00+00:00,9.58181818181818,2.8454545454545457
2016-17,leicester,2016-08-20 16:30:00+00:00,8.809090909090909,2.4045454545454543
2016-17,leicester,2016-08-27 14:00:00+00:00,10.642424242424243,2.712121212121212
2016-17,leicester,2016-09-10 16:30:00+00:00,10.605555555555556,2.452777777777778
2016-17,leicester,2016-09-17 14:00:00+00:00,14.197222222222223,3.5500000000000003
2016-17,leicester,2016-09-24 11:30:00+00:00,11.583333333333334,3.0194444444444444
2016-17,leicester,2016-10-02 13:15:00+00:00,10.338888888888889,2.8027777777777776
2016-17,leicester,2016-10-15 11:30:00+00:00,7.872222222222221,1.7333333333333334
2016-17,leicester,2016-10-22 14:00:00+00:00,9.805555555555555,2.061111111111111
2016-17,leicester,2016-10-29 14:00:00+00:00,9.155555555555555,1.8472222222222223
2016-17,leicester,2016-11-06 16:30:00+00:00,9.6,2.1277777777777778
2016-17,leicester,2016-11-19 15:00:00+00:00,7.388888888888889,2.0027777777777778
2016-17,leicester,2016-11-26 15:00:00+00:00,8.466666666666667,2.2472222222222222
2016-17,leicester,2016-12-03 15:00:00+00:00,8.2,2.5805555555555557
2016-17,leicester,2016-12-10 17:30:00+00:00,12.200000000000001,2.933333333333333
2016-17,leicester,2016-12-13 19:45:00+00:00,12.0,3.158333333333333
2016-17,leicester,2016-12-17 15:00:00+00:00,15.0,3.463888888888889
2016-17,leicester,2016-12-26 15:00:00+00:00,10.305555555555555,2.647222222222222
2016-17,leicester,2016-12-31 15:00:00+00:00,12.77222222222222,2.9
2016-17,leicester,2017-01-02 12:30:00+00:00,9.06111111111111,2.091666666666667
2016-17,leicester,2017-01-14 17:30:00+00:00,9.95,2.1861111111111113
2016-17,leicester,2017-01-22 12:00:00+00:00,6.794444444444444,1.6805555555555554
2016-17,leicester,2017-01-31 19:45:00+00:00,7.783333333333332,2.013888888888889
2016-17,leicester,2017-02-05 16:00:00+00:00,8.694444444444445,2.4666666666666663
2016-17,leicester,2017-02-12 16:00:00+00:00,8.46111111111111,2.5833333333333335
2016-17,leicester,2017-02-27 20:00:00+00:00,11.594444444444443,2.977777777777778
2016-17,leicester,2017-03-04 15:00:00+00:00,13.661111111111111,3.4333333333333336
2016-17,leicester,2017-03-18 15:00:00+00:00,16.75,3.75
2016-17,leicester,2017-04-01 14:00:00+00:00,14.672222222222222,3.586111111111111
2016-17,leicester,2017-04-04 18:45:00+00:00,15.627777777777778,3.7472222222222222
2016-17,leicester,2017-04-09 15:00:00+00:00,14.449999999999998,3.4499999999999997
2016-17,leicester,2017-04-15 14:00:00+00:00,14.038888888888886,2.977777777777778
2016-17,leicester,2017-04-26 18:45:00+00:00,10.894444444444444,2.0944444444444446
2016-17,leicester,2017-04-29 14:00:00+00:00,10.427777777777777,1.9388888888888889
2016-17,leicester,2017-05-06 14:00:00+00:00,12.472222222222221,2.525
2016-17,leicester,2017-05-13 11:30:00+00:00,12.377777777777775,2.5944444444444446
2016-17,leicester,2017-05-18 18:45:00+00:00,12.738888888888887,2.961111111111111
2016-17,leicester,2017-05-21 14:00:00+00:00,10.877777777777778,3.5583333333333336
2016-17,liverpool,2016-08-14 15:00:00+00:00,11.293333333333333,3.3666666666666667
2016-17,liverpool,2016-08-20 14:00:00+00:00,9.75,3.6999999999999997
2016-17,liverpool,2016-08-27 11:30:00+00:00,9.70952380952381,3.478571428571428
2016-17,liverpool,2016-09-10 16:30:00+00:00,13.68095238095238,3.9404761904761907
2016-17,liverpool,2016-09-16 19:00:00+00:00,14.395238095238096,3.457142857142857
2016-17,liverpool,2016-09-24 14:00:00+00:00,18.142857142857142,4.55
2016-17,liverpool,2016-10-01 11:30:00+00:00,15.080952380952382,4.2214285714285715
2016-17,liverpool,2016-10-17 19:00:00+00:00,14.028571428571428,3.9904761904761905
2016-17,liverpool,2016-10-22 16:30:00+00:00,10.99047619047619,3.138095238095238
2016-17,liverpool,2016-10-29 16:30:00+00:00,10.62857142857143,2.7785714285714285
2016-17,liverpool,2016-11-06 14:15:00+00:00,16.952380952380953,4.15952380952381
2016-17,liverpool,2016-11-19 15:00:00+00:00,15.252380952380951,3.723809523809524
2016-17,liverpool,2016-11-26 15:00:00+00:00,14.671111111111111,4.0488888888888885
2016-17,liverpool,2016-12-04 13:30:00+00:00,10.908888888888889,3.1933333333333334
2016-17,liverpool,2016-12-11 16:30:00+00:00,13.0,4.028888888888889
2016-17,liverpool,2016-12-14 19:45:00+00:00,13.817777777777776,4.064444444444445
2016-17,liverpool,2016-12-19 20:00:00+00:00,12.493333333333334,4.126666666666667
2016-17,liverpool,2016-12-27 17:15:00+00:00,12.115555555555554,3.8088888888888888
2016-17,liverpool,2016-12-31 17:30:00+00:00,9.253333333333334,2.888888888888889
2016-17,liverpool,2017-01-02 15:00:00+00:00,8.955555555555556,3.0355555555555553
2016-17,liverpool,2017-01-15 16:00:00+00:00,7.475555555555556,2.533333333333333
